"year","age","sex","group","chronic_liver_disease","poisonings","suicides","vehicle_transport","alcohol_induced","assault_homicide","drug_induced","legal_intervention","motor_accidents","all_cause","population"
2002,56,"Female","Black Non-Hispanic",26,9,1,11,21,4,11,0,11,1461,156746
2002,56,"Female","Hispanic",16,1,2,10,9,0,2,0,10,457,122616
2002,56,"Female","White Non-Hispanic",126,42,98,97,75,25,71,0,96,5774,1.11294e+006
2002,56,"Male","Black Non-Hispanic",48,34,9,35,43,19,41,0,30,2105,130389
2002,56,"Male","Hispanic",62,7,14,27,54,12,11,0,25,868,112850
2002,56,"Male","White Non-Hispanic",330,81,314,247,310,51,99,1,218,9166,1.0768e+006
2002,57,"Female","Black Non-Hispanic",26,9,1,11,24,3,11,0,11,1534,156672
2002,57,"Female","Hispanic",16,2,2,8,7,0,2,0,7,453,114191
2002,57,"Female","White Non-Hispanic",121,43,74,81,86,15,76,0,79,6305,1.11751e+006
2002,57,"Male","Black Non-Hispanic",41,17,15,38,61,22,21,0,34,2182,129699
2002,57,"Male","Hispanic",67,7,13,25,42,6,12,0,25,808,107918
2002,57,"Male","White Non-Hispanic",298,62,292,213,274,35,101,0,191,9545,1.07586e+006
2002,58,"Female","Black Non-Hispanic",16,7,3,13,13,3,7,0,12,1657,148060
2002,58,"Female","Hispanic",22,5,1,10,10,2,5,0,9,501,109706
2002,58,"Female","White Non-Hispanic",129,42,67,93,76,26,71,0,87,6970,1.12201e+006
2002,58,"Male","Black Non-Hispanic",40,20,12,34,46,16,26,0,30,2307,122338
2002,58,"Male","Hispanic",64,6,22,22,53,11,8,0,22,852,97875
2002,58,"Male","White Non-Hispanic",315,49,272,229,289,35,75,0,206,10590,1.0716e+006
2002,59,"Female","Black Non-Hispanic",20,2,4,9,15,7,4,0,9,1744,148043
2002,59,"Female","Hispanic",13,2,3,6,3,5,3,0,6,512,103024
2002,59,"Female","White Non-Hispanic",166,44,94,85,108,16,86,0,82,7907,1.18106e+006
2002,59,"Male","Black Non-Hispanic",56,19,13,33,61,18,24,0,29,2419,119767
2002,59,"Male","Hispanic",62,5,11,17,48,4,8,1,15,846,92239
2002,59,"Male","White Non-Hispanic",300,44,301,229,252,29,74,4,205,12049,1.12208e+006
2002,60,"Female","Black Non-Hispanic",31,7,3,17,16,3,9,0,17,1673,134522
2002,60,"Female","Hispanic",17,0,0,11,7,2,0,0,11,592,95265
2002,60,"Female","White Non-Hispanic",145,30,60,117,80,13,59,0,115,7878,1.036e+006
2002,60,"Male","Black Non-Hispanic",30,12,14,28,38,13,20,0,27,2381,107430
2002,60,"Male","Hispanic",55,6,9,18,42,2,8,0,18,844,83637
2002,60,"Male","White Non-Hispanic",312,28,232,224,263,31,48,1,199,11665,975425
2002,61,"Female","Black Non-Hispanic",16,1,3,6,13,4,3,0,6,1775,129647
2002,61,"Female","Hispanic",21,1,2,8,5,1,1,0,8,570,90704
2002,61,"Female","White Non-Hispanic",128,34,68,82,57,8,57,0,79,7865,963848
2002,61,"Male","Black Non-Hispanic",43,15,7,22,48,19,21,0,20,2319,102623
2002,61,"Male","Hispanic",51,5,11,26,39,7,5,0,26,934,79976
2002,61,"Male","White Non-Hispanic",274,31,201,195,249,21,46,0,182,11621,900803
2002,62,"Female","Black Non-Hispanic",16,2,4,8,9,6,4,0,8,1826,130446
2002,62,"Female","Hispanic",22,0,1,10,4,0,1,0,10,598,90704
2002,62,"Female","White Non-Hispanic",140,26,51,106,66,15,46,0,101,8350,932832
2002,62,"Male","Black Non-Hispanic",44,10,6,25,57,15,15,0,22,2554,103424
2002,62,"Male","Hispanic",48,6,10,20,37,6,8,0,19,903,77600
2002,62,"Male","White Non-Hispanic",276,35,216,184,246,23,48,2,163,12389,868167
2002,63,"Female","Black Non-Hispanic",14,1,3,15,7,3,2,0,15,1878,117872
2002,63,"Female","Hispanic",21,3,3,13,7,1,4,0,13,628,84398
2002,63,"Female","White Non-Hispanic",143,22,40,114,62,13,38,0,108,8865,899604
2002,63,"Male","Black Non-Hispanic",40,15,4,27,43,12,14,1,26,2450,93641
2002,63,"Male","Hispanic",34,3,8,16,27,3,4,0,15,884,72849
2002,63,"Male","White Non-Hispanic",294,14,210,205,247,33,28,1,181,13032,834881
2002,64,"Female","Black Non-Hispanic",19,2,4,14,15,2,3,0,14,1951,116810
2002,64,"Female","Hispanic",27,1,2,10,7,2,4,0,10,678,81493
2002,64,"Female","White Non-Hispanic",140,25,48,90,63,11,42,0,88,9603,885791
2002,64,"Male","Black Non-Hispanic",36,5,9,27,37,9,9,0,27,2588,90862
2002,64,"Male","Hispanic",40,2,6,11,40,7,2,0,9,950,69178
2002,64,"Male","White Non-Hispanic",267,16,163,159,231,19,36,1,143,13659,813973
2002,65,"Female","Black Non-Hispanic",10,0,1,14,2,2,0,0,14,2005,110472
2002,65,"Female","Hispanic",18,2,0,6,3,0,2,0,6,721,77766
2002,65,"Female","White Non-Hispanic",160,15,55,85,61,8,36,0,81,9956,839898
2002,65,"Male","Black Non-Hispanic",27,2,5,22,26,7,4,0,20,2528,85421
2002,65,"Male","Hispanic",42,2,6,24,35,1,3,0,24,966,64462
2002,65,"Male","White Non-Hispanic",274,25,183,165,208,24,48,0,143,14084,763359
2002,66,"Female","Black Non-Hispanic",18,1,0,9,6,2,2,0,9,2173,110170
2002,66,"Female","Hispanic",13,2,1,5,2,1,4,0,5,729,75240
2002,66,"Female","White Non-Hispanic",132,19,28,73,56,12,28,0,72,10612,829201
2002,66,"Male","Black Non-Hispanic",37,4,5,19,35,5,8,0,17,2589,83514
2002,66,"Male","Hispanic",52,0,6,17,37,2,0,0,15,1028,60933
2002,66,"Male","White Non-Hispanic",240,18,169,164,179,18,28,1,146,14843,746346
2002,67,"Female","Black Non-Hispanic",11,2,0,10,4,2,2,0,10,2279,110024
2002,67,"Female","Hispanic",21,0,2,6,6,1,0,0,6,766,75503
2002,67,"Female","White Non-Hispanic",164,16,46,87,50,10,32,0,87,11850,835529
2002,67,"Male","Black Non-Hispanic",18,6,6,22,26,11,5,0,19,2699,82760
2002,67,"Male","Hispanic",48,2,12,16,39,5,2,0,16,1066,61173
2002,67,"Male","White Non-Hispanic",251,12,172,149,174,12,24,0,135,16152,743044
2002,68,"Female","Black Non-Hispanic",20,0,0,9,7,6,0,0,9,2258,100430
2002,68,"Female","Hispanic",23,0,1,7,6,0,0,0,7,800,67398
2002,68,"Female","White Non-Hispanic",161,17,42,101,53,13,39,0,98,12059,773629
2002,68,"Male","Black Non-Hispanic",29,2,7,23,21,10,3,0,23,2657,74043
2002,68,"Male","Hispanic",49,4,6,14,31,4,5,1,14,1063,54086
2002,68,"Male","White Non-Hispanic",229,13,169,151,164,22,22,0,142,16485,680164
2002,69,"Female","Black Non-Hispanic",17,3,1,5,11,3,3,0,5,2501,98935
2002,69,"Female","Hispanic",31,1,2,3,6,1,3,0,3,830,64936
2002,69,"Female","White Non-Hispanic",184,16,33,106,57,9,28,0,106,13351,784123
2002,69,"Male","Black Non-Hispanic",26,3,8,22,34,7,6,0,19,2819,71113
2002,69,"Male","Hispanic",35,0,9,10,19,4,0,0,10,1091,50646
2002,69,"Male","White Non-Hispanic",252,5,177,147,168,13,11,2,132,17799,679521
2002,70,"Female","Black Non-Hispanic",16,0,2,11,10,2,0,0,11,2469,92937
2002,70,"Female","Hispanic",27,2,0,8,6,0,2,0,8,902,62961
2002,70,"Female","White Non-Hispanic",174,11,28,99,61,10,22,0,98,14960,786539
2002,70,"Male","Black Non-Hispanic",15,1,7,15,18,8,1,0,13,2762,65732
2002,70,"Male","Hispanic",41,2,9,13,29,0,2,0,12,1122,48939
2002,70,"Male","White Non-Hispanic",247,12,204,171,140,12,19,0,147,19669,671135
2002,71,"Female","Black Non-Hispanic",17,2,2,4,4,4,3,0,4,2582,88932
2002,71,"Female","Hispanic",32,1,1,9,5,0,2,0,9,974,61495
2002,71,"Female","White Non-Hispanic",184,12,36,114,57,11,26,0,111,16080,793605
2002,71,"Male","Black Non-Hispanic",18,3,6,20,29,5,2,0,19,2839,61880
2002,71,"Male","Hispanic",39,0,5,11,29,2,0,0,11,1260,47603
2002,71,"Male","White Non-Hispanic",256,6,188,159,156,16,18,0,149,21128,666799
2002,72,"Female","Black Non-Hispanic",11,0,3,10,4,0,1,0,10,2785,92907
2002,72,"Female","Hispanic",38,0,1,9,6,0,0,0,9,1084,62045
2002,72,"Female","White Non-Hispanic",180,12,34,136,56,12,33,0,133,17898,807275
2002,72,"Male","Black Non-Hispanic",20,0,8,19,21,10,2,0,18,3002,62830
2002,72,"Male","Hispanic",41,2,6,16,23,2,3,0,16,1266,46421
2002,72,"Male","White Non-Hispanic",264,12,215,193,130,19,30,1,180,22247,663624
2002,73,"Female","Black Non-Hispanic",8,0,1,8,4,1,1,0,8,2857,84932
2002,73,"Female","Hispanic",27,1,2,6,2,0,3,0,6,1078,56508
2002,73,"Female","White Non-Hispanic",181,8,34,109,58,12,22,0,108,19117,774650
2002,73,"Male","Black Non-Hispanic",18,1,9,12,20,5,0,1,12,2997,55809
2002,73,"Male","Hispanic",31,1,15,18,19,1,1,0,18,1316,41631
2002,73,"Male","White Non-Hispanic",256,8,198,169,136,14,23,0,156,23853,627497
2002,74,"Female","Black Non-Hispanic",9,1,4,8,5,1,2,0,8,2980,82648
2002,74,"Female","Hispanic",26,1,2,8,1,1,2,0,8,1116,53443
2002,74,"Female","White Non-Hispanic",196,19,27,118,46,12,35,0,118,21234,781287
2002,74,"Male","Black Non-Hispanic",13,3,5,18,16,4,3,0,15,2967,52922
2002,74,"Male","Hispanic",29,0,3,8,15,4,2,0,8,1298,39543
2002,74,"Male","White Non-Hispanic",220,7,190,167,109,16,18,0,154,25584,616735
2002,75,"Female","Black Non-Hispanic",12,0,1,7,7,3,0,0,7,3217,79199
2002,75,"Female","Hispanic",34,0,3,8,6,1,1,0,8,1217,49119
2002,75,"Female","White Non-Hispanic",209,12,30,135,42,10,25,0,133,23084,767831
2002,75,"Male","Black Non-Hispanic",17,0,6,11,18,8,1,0,11,3019,49609
2002,75,"Male","Hispanic",24,2,5,14,8,1,4,0,13,1293,35796
2002,75,"Male","White Non-Hispanic",237,9,196,172,121,10,23,0,160,26843,590038
2002,76,"Female","Black Non-Hispanic",15,1,0,7,2,3,1,0,7,3340,76573
2002,76,"Female","Hispanic",15,0,0,9,5,1,0,0,8,1102,46895
2002,76,"Female","White Non-Hispanic",197,11,36,141,34,7,27,0,136,24624,748566
2002,76,"Male","Black Non-Hispanic",7,1,8,25,14,9,1,0,24,3087,47004
2002,76,"Male","Hispanic",26,1,5,11,11,1,2,0,11,1264,33359
2002,76,"Male","White Non-Hispanic",211,10,217,180,93,16,20,0,172,27823,556036
2002,77,"Female","Black Non-Hispanic",10,2,1,8,5,3,2,0,8,3487,74122
2002,77,"Female","Hispanic",24,1,0,10,2,1,1,0,9,1294,44590
2002,77,"Female","White Non-Hispanic",207,18,34,138,35,12,32,0,135,27203,749110
2002,77,"Male","Black Non-Hispanic",9,2,9,13,6,2,2,0,11,3075,43985
2002,77,"Male","Hispanic",18,1,6,11,13,2,1,0,9,1397,30638
2002,77,"Male","White Non-Hispanic",227,3,183,175,101,13,16,0,168,29038,536417
2002,78,"Female","Black Non-Hispanic",17,1,1,6,6,3,2,0,6,3305,67192
2002,78,"Female","Hispanic",14,1,0,8,1,0,1,0,7,1259,40011
2002,78,"Female","White Non-Hispanic",209,11,31,138,37,7,26,0,137,28977,722139
2002,78,"Male","Black Non-Hispanic",10,1,5,14,7,5,2,0,13,2982,39406
2002,78,"Male","Hispanic",11,1,5,15,8,0,2,0,15,1364,28115
2002,78,"Male","White Non-Hispanic",209,10,185,167,93,8,18,0,162,29917,499373
2002,79,"Female","Black Non-Hispanic",11,2,2,6,1,3,3,0,6,3481,62525
2002,79,"Female","Hispanic",16,0,2,5,2,1,0,0,5,1271,35981
2002,79,"Female","White Non-Hispanic",189,6,26,135,42,12,19,0,134,30347,679621
2002,79,"Male","Black Non-Hispanic",4,1,5,15,4,8,2,0,14,3083,35633
2002,79,"Male","Hispanic",16,0,4,11,5,0,0,0,11,1336,25492
2002,79,"Male","White Non-Hispanic",166,9,193,179,61,15,22,0,171,30288,460457
2002,80,"Female","Black Non-Hispanic",7,0,0,7,3,1,0,0,7,3474,57648
2002,80,"Female","Hispanic",21,0,2,9,5,0,1,0,9,1355,33470
2002,80,"Female","White Non-Hispanic",169,11,32,135,27,9,20,0,133,33454,659204
2002,80,"Male","Black Non-Hispanic",11,2,2,14,8,4,3,0,13,3004,31977
2002,80,"Male","Hispanic",16,1,5,7,7,1,1,0,6,1278,22578
2002,80,"Male","White Non-Hispanic",159,11,199,165,50,4,20,0,159,31386,431479
2002,81,"Female","Black Non-Hispanic",8,0,0,4,2,0,1,0,4,3341,52637
2002,81,"Female","Hispanic",13,1,1,2,1,1,2,0,2,1283,30238
2002,81,"Female","White Non-Hispanic",165,9,26,130,20,19,21,0,130,34850,625298
2002,81,"Male","Black Non-Hispanic",5,2,5,16,4,2,3,0,16,2662,27946
2002,81,"Male","Hispanic",15,1,6,8,3,1,1,0,7,1222,19031
2002,81,"Male","White Non-Hispanic",156,5,173,133,67,9,18,0,126,31939,396597
2002,82,"Female","Black Non-Hispanic",10,0,0,9,2,1,0,0,9,3770,52228
2002,82,"Female","Hispanic",11,0,0,6,0,3,0,0,6,1368,27988
2002,82,"Female","White Non-Hispanic",146,10,33,138,25,8,22,0,137,35694,576239
2002,82,"Male","Black Non-Hispanic",4,1,1,8,4,3,1,0,8,2719,26299
2002,82,"Male","Hispanic",11,0,3,7,5,3,0,0,7,1210,17028
2002,82,"Male","White Non-Hispanic",114,13,184,165,38,6,19,0,156,30636,348238
2002,83,"Female","Black Non-Hispanic",6,0,0,5,0,3,0,0,5,3434,43184
2002,83,"Female","Hispanic",5,1,0,4,0,1,1,0,4,1207,22297
2002,83,"Female","White Non-Hispanic",140,19,27,131,14,6,34,0,129,35367,504365
2002,83,"Male","Black Non-Hispanic",3,1,2,9,4,5,1,0,9,2337,21215
2002,83,"Male","Hispanic",7,1,6,6,1,0,1,0,5,1013,13368
2002,83,"Male","White Non-Hispanic",101,3,132,141,31,11,10,0,134,28963,293775
2002,84,"Female","Black Non-Hispanic",2,0,0,8,2,2,0,0,7,3197,38182
2002,84,"Female","Hispanic",11,0,0,4,0,1,0,0,4,1191,20279
2002,84,"Female","White Non-Hispanic",105,10,18,108,9,8,23,0,108,37068,475730
2002,84,"Male","Black Non-Hispanic",5,0,3,7,5,1,0,0,6,2169,17437
2002,84,"Male","Hispanic",13,0,2,0,4,0,1,0,0,914,11767
2002,84,"Male","White Non-Hispanic",101,3,150,127,32,7,13,1,124,28930,267265
2003,0,"Female","Black Non-Hispanic",0,6,0,16,0,46,6,0,16,3558,283849
2003,0,"Female","Hispanic",0,1,0,14,0,25,1,0,14,2341,449882
2003,0,"Female","White Non-Hispanic",0,1,0,34,0,62,1,0,32,5632,1.09736e+006
2003,0,"Male","Black Non-Hispanic",1,2,0,12,0,60,3,0,12,4601,293639
2003,0,"Male","Hispanic",1,1,0,25,0,35,3,0,25,2940,466965
2003,0,"Male","White Non-Hispanic",0,8,0,39,0,94,11,0,38,7591,1.155e+006
2003,1,"Female","Black Non-Hispanic",0,2,0,10,0,16,2,0,10,189,288700
2003,1,"Female","Hispanic",0,2,0,9,0,10,2,0,9,158,435689
2003,1,"Female","White Non-Hispanic",0,1,0,49,0,16,1,0,47,417,1.09231e+006
2003,1,"Male","Black Non-Hispanic",0,3,0,21,0,39,4,0,21,276,297376
2003,1,"Male","Hispanic",0,0,0,20,0,19,1,0,19,224,443108
2003,1,"Male","White Non-Hispanic",0,4,0,56,0,27,6,0,56,511,1.1464e+006
2003,2,"Female","Black Non-Hispanic",0,3,0,18,0,22,3,0,18,143,295981
2003,2,"Female","Hispanic",0,0,0,22,0,20,0,0,21,119,422228
2003,2,"Female","White Non-Hispanic",0,2,0,30,0,20,2,0,26,292,1.12172e+006
2003,2,"Male","Black Non-Hispanic",0,2,0,15,0,21,2,0,15,175,304657
2003,2,"Male","Hispanic",0,2,0,14,0,9,2,0,14,139,430847
2003,2,"Male","White Non-Hispanic",0,2,0,51,0,18,2,0,48,387,1.17608e+006
2003,3,"Female","Black Non-Hispanic",0,1,0,21,0,16,1,0,19,99,286352
2003,3,"Female","Hispanic",0,0,0,11,0,13,0,0,11,80,379103
2003,3,"Female","White Non-Hispanic",0,3,0,36,0,14,2,0,34,219,1.10011e+006
2003,3,"Male","Black Non-Hispanic",0,0,0,17,0,27,0,0,17,139,295452
2003,3,"Male","Hispanic",0,0,0,27,0,2,0,0,26,117,398508
2003,3,"Male","White Non-Hispanic",0,2,0,56,0,9,2,0,53,298,1.15799e+006
2003,4,"Female","Black Non-Hispanic",0,0,0,12,0,5,0,0,12,57,285602
2003,4,"Female","Hispanic",0,0,0,20,0,3,0,0,20,67,359056
2003,4,"Female","White Non-Hispanic",0,1,0,29,0,12,1,0,26,188,1.10281e+006
2003,4,"Male","Black Non-Hispanic",0,1,0,10,0,9,1,0,9,91,295156
2003,4,"Male","Hispanic",0,0,0,15,0,6,0,0,14,89,384020
2003,4,"Male","White Non-Hispanic",0,1,0,45,0,7,1,0,43,227,1.16334e+006
2003,5,"Female","Black Non-Hispanic",0,1,0,10,0,6,1,0,10,63,289155
2003,5,"Female","Hispanic",0,0,0,13,0,2,0,0,13,55,354050
2003,5,"Female","White Non-Hispanic",0,2,0,31,0,2,2,0,28,132,1.10707e+006
2003,5,"Male","Black Non-Hispanic",0,0,1,13,0,9,0,0,11,78,299247
2003,5,"Male","Hispanic",0,0,0,31,0,3,0,0,29,81,380678
2003,5,"Male","White Non-Hispanic",0,1,0,44,0,3,1,0,42,199,1.166e+006
2003,6,"Female","Black Non-Hispanic",0,0,0,8,0,1,0,0,8,61,289263
2003,6,"Female","Hispanic",0,0,0,6,0,2,0,0,6,40,352120
2003,6,"Female","White Non-Hispanic",0,0,0,33,0,3,0,0,30,126,1.11738e+006
2003,6,"Male","Black Non-Hispanic",0,0,0,13,0,5,0,0,13,66,298673
2003,6,"Male","Hispanic",0,0,0,17,0,2,0,0,16,69,349243
2003,6,"Male","White Non-Hispanic",0,1,0,53,0,6,1,0,50,190,1.17384e+006
2003,7,"Female","Black Non-Hispanic",0,1,0,13,0,5,1,0,13,50,295608
2003,7,"Female","Hispanic",0,0,0,11,0,4,0,0,11,46,356172
2003,7,"Female","White Non-Hispanic",0,0,0,33,0,5,0,0,32,149,1.14493e+006
2003,7,"Male","Black Non-Hispanic",0,0,0,16,0,4,0,0,15,70,304441
2003,7,"Male","Hispanic",0,0,0,11,0,0,0,0,11,47,360444
2003,7,"Male","White Non-Hispanic",0,0,0,30,0,4,0,0,28,175,1.20946e+006
2003,8,"Female","Black Non-Hispanic",0,0,0,5,0,4,0,0,4,53,307385
2003,8,"Female","Hispanic",0,0,0,8,0,1,0,0,7,31,336339
2003,8,"Female","White Non-Hispanic",0,1,0,35,0,5,1,0,34,136,1.16533e+006
2003,8,"Male","Black Non-Hispanic",0,0,0,18,0,11,0,0,17,74,318027
2003,8,"Male","Hispanic",0,0,0,21,0,1,0,0,20,61,372521
2003,8,"Male","White Non-Hispanic",0,0,0,41,0,9,0,0,37,174,1.23249e+006
2003,9,"Female","Black Non-Hispanic",0,0,0,8,0,5,0,0,8,49,318972
2003,9,"Female","Hispanic",0,1,0,14,0,0,1,0,13,52,365047
2003,9,"Female","White Non-Hispanic",0,1,0,48,0,3,1,0,41,143,1.1792e+006
2003,9,"Male","Black Non-Hispanic",0,0,0,11,0,4,0,0,11,64,329214
2003,9,"Male","Hispanic",0,0,0,15,0,1,0,0,15,56,380906
2003,9,"Male","White Non-Hispanic",0,0,5,42,0,5,0,0,39,155,1.2469e+006
2003,10,"Female","Black Non-Hispanic",0,1,0,17,0,2,1,0,17,68,335681
2003,10,"Female","Hispanic",0,1,0,7,0,3,1,0,7,43,370055
2003,10,"Female","White Non-Hispanic",0,0,0,37,0,5,0,0,34,164,1.22654e+006
2003,10,"Male","Black Non-Hispanic",0,1,2,18,0,9,1,0,18,101,349035
2003,10,"Male","Hispanic",0,0,2,12,0,0,0,0,11,65,387073
2003,10,"Male","White Non-Hispanic",0,0,4,44,0,5,0,0,41,207,1.29779e+006
2003,11,"Female","Black Non-Hispanic",0,0,2,13,0,8,0,0,13,75,337537
2003,11,"Female","Hispanic",0,0,1,8,0,1,0,0,8,43,343659
2003,11,"Female","White Non-Hispanic",0,0,0,42,0,1,0,0,37,137,1.25478e+006
2003,11,"Male","Black Non-Hispanic",0,0,4,15,0,2,0,0,15,87,347370
2003,11,"Male","Hispanic",0,0,3,16,0,3,0,0,16,54,378504
2003,11,"Male","White Non-Hispanic",0,0,4,53,0,4,0,0,49,195,1.32226e+006
2003,12,"Female","Black Non-Hispanic",0,0,4,10,0,6,0,0,10,66,342686
2003,12,"Female","Hispanic",0,0,0,8,0,1,0,0,8,39,366035
2003,12,"Female","White Non-Hispanic",0,1,4,41,0,3,1,0,32,158,1.29127e+006
2003,12,"Male","Black Non-Hispanic",0,2,3,20,0,10,2,0,19,106,354316
2003,12,"Male","Hispanic",0,1,8,22,0,4,1,0,22,74,382995
2003,12,"Male","White Non-Hispanic",0,2,19,90,0,11,2,0,84,282,1.36156e+006
2003,13,"Female","Black Non-Hispanic",0,1,0,9,0,7,1,0,9,70,348650
2003,13,"Female","Hispanic",0,0,3,10,0,1,1,0,10,53,346956
2003,13,"Female","White Non-Hispanic",0,1,10,62,0,6,3,0,57,207,1.32053e+006
2003,13,"Male","Black Non-Hispanic",0,0,14,18,0,12,0,0,16,118,359347
2003,13,"Male","Hispanic",0,0,5,22,0,7,0,0,20,76,376599
2003,13,"Male","White Non-Hispanic",0,3,33,102,1,11,5,0,97,338,1.39856e+006
2003,14,"Female","Black Non-Hispanic",0,1,3,10,1,5,1,0,10,64,327874
2003,14,"Female","Hispanic",0,0,8,14,1,2,3,1,14,65,317361
2003,14,"Female","White Non-Hispanic",0,1,15,81,0,4,1,0,78,213,1.28239e+006
2003,14,"Male","Black Non-Hispanic",0,0,10,27,0,32,0,1,24,147,338529
2003,14,"Male","Hispanic",0,0,13,41,0,15,0,0,38,123,355787
2003,14,"Male","White Non-Hispanic",0,5,57,148,2,14,7,0,135,404,1.35434e+006
2003,15,"Female","Black Non-Hispanic",0,1,2,10,0,14,1,0,10,76,317981
2003,15,"Female","Hispanic",0,0,4,27,0,4,1,0,25,72,334106
2003,15,"Female","White Non-Hispanic",0,7,33,139,0,8,10,0,135,314,1.27219e+006
2003,15,"Male","Black Non-Hispanic",0,1,4,44,0,58,1,1,41,180,327351
2003,15,"Male","Hispanic",0,0,14,38,1,27,0,0,36,143,344217
2003,15,"Male","White Non-Hispanic",0,14,96,181,1,12,18,1,175,536,1.34534e+006
2003,16,"Female","Black Non-Hispanic",0,0,5,21,0,13,1,0,20,90,310467
2003,16,"Female","Hispanic",0,2,7,42,1,5,3,0,41,83,311777
2003,16,"Female","White Non-Hispanic",0,12,45,275,0,12,21,0,268,493,1.26803e+006
2003,16,"Male","Black Non-Hispanic",0,1,15,57,1,121,1,0,55,293,319293
2003,16,"Male","Hispanic",0,5,23,86,2,51,7,0,81,249,354397
2003,16,"Male","White Non-Hispanic",0,34,123,404,1,30,43,0,388,879,1.34085e+006
2003,17,"Female","Black Non-Hispanic",0,0,1,37,0,16,1,0,36,117,306165
2003,17,"Female","Hispanic",0,1,7,55,1,8,1,0,54,108,309296
2003,17,"Female","White Non-Hispanic",0,18,28,305,0,15,26,0,300,527,1.27589e+006
2003,17,"Male","Black Non-Hispanic",0,1,23,72,0,155,1,1,67,340,316507
2003,17,"Male","Hispanic",0,13,22,113,3,81,14,2,111,319,363398
2003,17,"Male","White Non-Hispanic",0,53,174,568,3,46,63,0,551,1169,1.34978e+006
2003,18,"Female","Black Non-Hispanic",0,3,5,44,0,33,4,0,42,158,305273
2003,18,"Female","Hispanic",0,3,11,50,1,17,5,0,50,132,312391
2003,18,"Female","White Non-Hispanic",0,36,42,356,1,25,46,1,345,646,1.28671e+006
2003,18,"Male","Black Non-Hispanic",0,5,35,103,1,271,5,2,101,525,315440
2003,18,"Male","Hispanic",1,12,44,168,3,135,12,2,166,457,376092
2003,18,"Male","White Non-Hispanic",0,106,208,664,3,70,112,1,631,1448,1.35999e+006
2003,19,"Female","Black Non-Hispanic",0,6,1,34,0,30,6,0,34,151,296714
2003,19,"Female","Hispanic",0,6,8,51,1,14,7,0,51,129,321053
2003,19,"Female","White Non-Hispanic",1,45,44,276,1,29,53,0,269,589,1.2547e+006
2003,19,"Male","Black Non-Hispanic",0,2,28,86,0,341,2,2,82,600,305863
2003,19,"Male","Hispanic",0,17,52,187,4,129,18,2,184,491,383950
2003,19,"Male","White Non-Hispanic",0,163,295,704,10,84,170,4,669,1629,1.3182e+006
2003,20,"Female","Black Non-Hispanic",0,0,8,51,0,44,2,1,51,221,294863
2003,20,"Female","Hispanic",0,4,7,39,0,16,5,0,36,123,335244
2003,20,"Female","White Non-Hispanic",0,53,39,237,1,20,60,0,233,577,1.26035e+006
2003,20,"Male","Black Non-Hispanic",0,9,54,118,0,339,9,3,113,665,302540
2003,20,"Male","Hispanic",0,20,56,184,2,153,22,7,180,523,392856
2003,20,"Male","White Non-Hispanic",0,198,296,632,8,87,219,2,599,1663,1.31732e+006
2003,21,"Female","Black Non-Hispanic",1,4,6,31,0,38,5,1,31,192,298311
2003,21,"Female","Hispanic",0,4,7,42,0,22,4,0,42,115,339179
2003,21,"Female","White Non-Hispanic",1,62,42,241,1,30,75,0,236,632,1.2649e+006
2003,21,"Male","Black Non-Hispanic",0,11,71,109,0,270,13,6,108,606,295629
2003,21,"Male","Hispanic",0,21,44,180,4,145,24,3,175,521,408381
2003,21,"Male","White Non-Hispanic",1,203,336,639,9,90,226,6,621,1774,1.30009e+006
2003,22,"Female","Black Non-Hispanic",0,3,14,31,0,46,4,0,31,227,299114
2003,22,"Female","Hispanic",0,6,5,31,1,24,7,0,30,140,339307
2003,22,"Female","White Non-Hispanic",0,53,48,225,1,34,70,0,222,627,1.28201e+006
2003,22,"Male","Black Non-Hispanic",0,11,53,100,1,353,11,5,93,693,285753
2003,22,"Male","Hispanic",0,29,56,176,8,155,33,5,171,552,409353
2003,22,"Male","White Non-Hispanic",2,252,289,633,3,82,276,4,608,1743,1.28819e+006
2003,23,"Female","Black Non-Hispanic",0,2,9,29,0,44,3,0,27,226,300339
2003,23,"Female","Hispanic",0,5,9,26,0,19,8,0,25,127,347382
2003,23,"Female","White Non-Hispanic",0,72,53,160,2,39,87,0,155,602,1.26439e+006
2003,23,"Male","Black Non-Hispanic",0,17,46,126,1,375,21,6,119,747,282288
2003,23,"Male","Hispanic",1,26,63,153,5,130,31,5,148,508,424402
2003,23,"Male","White Non-Hispanic",0,228,303,509,6,96,253,4,483,1628,1.26368e+006
2003,24,"Female","Black Non-Hispanic",0,7,10,15,2,35,8,0,15,220,281780
2003,24,"Female","Hispanic",0,8,5,31,0,18,8,0,31,121,334383
2003,24,"Female","White Non-Hispanic",2,93,46,165,2,30,109,1,155,611,1.19473e+006
2003,24,"Male","Black Non-Hispanic",2,11,48,94,1,359,13,5,92,694,260645
2003,24,"Male","Hispanic",0,30,47,150,2,133,33,2,145,481,410445
2003,24,"Male","White Non-Hispanic",0,243,292,483,4,68,271,3,452,1553,1.20055e+006
2003,25,"Female","Black Non-Hispanic",2,3,6,23,1,22,5,0,23,208,267873
2003,25,"Female","Hispanic",0,10,5,33,1,13,10,0,29,134,336116
2003,25,"Female","White Non-Hispanic",2,54,52,141,3,31,69,0,131,556,1.15864e+006
2003,25,"Male","Black Non-Hispanic",2,11,39,76,4,311,15,9,71,647,244604
