"year","age","sex","group","chronic_liver_disease","poisonings","suicides","vehicle_transport","alcohol_induced","assault_homicide","drug_induced","legal_intervention","motor_accidents","all_cause","population"
2006,62,"Female","Hispanic",20,1,4,12,15,1,3,0,12,674,111518
2006,62,"Female","White Non-Hispanic",149,35,85,100,94,20,70,0,96,9355,1.09977e+006
2006,62,"Male","Black Non-Hispanic",27,11,6,38,32,14,18,1,35,2629,116106
2006,62,"Male","Hispanic",68,9,17,30,48,6,14,0,29,1086,96199
2006,62,"Male","White Non-Hispanic",323,41,210,244,314,33,72,1,219,13458,1.03383e+006
2006,63,"Female","Black Non-Hispanic",18,6,2,12,9,6,11,0,12,2033,144008
2006,63,"Female","Hispanic",19,3,3,12,6,2,4,0,12,698,106569
2006,63,"Female","White Non-Hispanic",157,43,83,113,99,19,78,0,105,10557,1.15656e+006
2006,63,"Male","Black Non-Hispanic",44,22,4,20,52,10,30,0,19,2735,113950
2006,63,"Male","Hispanic",50,4,11,18,35,5,4,0,16,999,90646
2006,63,"Male","White Non-Hispanic",341,43,233,222,303,36,69,0,202,15251,1.08145e+006
2006,64,"Female","Black Non-Hispanic",22,2,1,16,12,7,5,0,16,1988,129352
2006,64,"Female","Hispanic",21,1,2,5,5,0,2,0,5,737,96426
2006,64,"Female","White Non-Hispanic",145,28,53,99,71,9,45,0,95,10045,1.00968e+006
2006,64,"Male","Black Non-Hispanic",27,13,13,31,35,13,20,0,29,2616,100904
2006,64,"Male","Hispanic",53,8,8,18,48,7,9,0,16,1062,81429
2006,64,"Male","White Non-Hispanic",302,31,220,195,267,31,59,1,182,14401,935255
2006,65,"Female","Black Non-Hispanic",19,5,3,14,10,1,5,0,14,2070,124478
2006,65,"Female","Hispanic",22,0,2,6,7,3,1,0,6,752,91829
2006,65,"Female","White Non-Hispanic",160,29,51,56,77,11,63,0,54,10175,935535
2006,65,"Male","Black Non-Hispanic",36,6,10,21,33,13,14,0,21,2504,95430
2006,65,"Male","Hispanic",45,0,6,19,38,1,2,0,17,1044,77655
2006,65,"Male","White Non-Hispanic",287,24,185,210,228,15,51,0,192,14382,856313
2006,66,"Female","Black Non-Hispanic",10,0,0,9,4,0,2,0,9,2059,124590
2006,66,"Female","Hispanic",31,1,1,15,8,1,2,0,15,781,90661
2006,66,"Female","White Non-Hispanic",131,35,51,88,57,10,59,0,83,10443,901611
2006,66,"Male","Black Non-Hispanic",31,11,8,24,28,11,14,0,24,2651,95842
2006,66,"Male","Hispanic",42,3,6,18,31,1,4,0,18,1050,76245
2006,66,"Male","White Non-Hispanic",295,24,230,163,232,15,46,0,148,14737,821954
2006,67,"Female","Black Non-Hispanic",11,4,1,8,8,3,5,0,7,2092,111677
2006,67,"Female","Hispanic",22,0,1,9,5,3,0,0,9,802,84957
2006,67,"Female","White Non-Hispanic",151,27,36,89,55,9,44,0,87,11297,865775
2006,67,"Male","Black Non-Hispanic",23,11,6,30,28,12,15,0,27,2722,85775
2006,67,"Male","Hispanic",37,3,8,18,28,3,7,0,18,1176,70284
2006,67,"Male","White Non-Hispanic",212,22,186,161,165,13,48,0,148,15360,786510
2006,68,"Female","Black Non-Hispanic",16,2,0,7,8,4,2,0,7,2205,110737
2006,68,"Female","Hispanic",26,1,3,10,5,2,2,0,10,830,81596
2006,68,"Female","White Non-Hispanic",124,26,47,98,42,7,56,0,91,11889,850137
2006,68,"Male","Black Non-Hispanic",32,8,8,16,26,6,10,0,15,2649,83316
2006,68,"Male","Hispanic",33,1,5,10,24,2,3,0,10,1084,66388
2006,68,"Male","White Non-Hispanic",254,18,197,165,189,18,38,2,153,15955,762227
2006,69,"Female","Black Non-Hispanic",7,3,0,8,2,5,4,0,8,2301,102993
2006,69,"Female","Hispanic",22,1,1,12,4,1,4,0,10,880,75843
2006,69,"Female","White Non-Hispanic",134,22,32,98,49,9,41,1,95,12388,800858
2006,69,"Male","Black Non-Hispanic",21,2,3,12,24,9,3,0,12,2676,76484
2006,69,"Male","Hispanic",40,0,4,17,29,3,0,0,16,1151,61047
2006,69,"Male","White Non-Hispanic",215,12,168,161,155,11,30,1,151,16622,708232
2006,70,"Female","Black Non-Hispanic",13,2,0,10,5,0,2,0,10,2385,100765
2006,70,"Female","Hispanic",22,0,1,5,3,1,2,0,5,920,74009
2006,70,"Female","White Non-Hispanic",154,13,35,83,50,9,35,0,80,13610,781724
2006,70,"Male","Black Non-Hispanic",16,5,11,20,21,10,8,0,19,2775,72946
2006,70,"Male","Hispanic",43,0,3,18,27,3,2,0,18,1157,57722
2006,70,"Male","White Non-Hispanic",234,17,162,134,149,16,34,2,123,17306,682190
2006,71,"Female","Black Non-Hispanic",11,1,0,11,6,2,3,0,11,2444,101495
2006,71,"Female","Hispanic",16,1,4,6,3,0,2,0,6,986,74244
2006,71,"Female","White Non-Hispanic",165,17,29,88,46,9,36,0,84,14684,787127
2006,71,"Male","Black Non-Hispanic",17,8,5,16,23,7,13,0,14,2840,73197
2006,71,"Male","Hispanic",28,3,8,12,23,2,5,0,12,1269,57202
2006,71,"Male","White Non-Hispanic",224,10,156,152,135,22,25,0,135,18332,678799
2006,72,"Female","Black Non-Hispanic",14,1,1,5,7,5,1,0,5,2549,91053
2006,72,"Female","Hispanic",33,0,2,10,3,0,3,0,9,1035,64628
2006,72,"Female","White Non-Hispanic",149,16,26,96,42,13,28,0,92,14979,721509
2006,72,"Male","Black Non-Hispanic",17,4,6,14,16,7,8,0,14,2776,63403
2006,72,"Male","Hispanic",28,2,9,9,22,3,2,0,9,1222,50013
2006,72,"Male","White Non-Hispanic",223,16,175,135,111,12,33,0,118,18651,611592
2006,73,"Female","Black Non-Hispanic",10,2,3,8,3,1,2,0,8,2634,89847
2006,73,"Female","Hispanic",26,1,0,10,5,0,1,0,10,1114,62716
2006,73,"Female","White Non-Hispanic",165,15,32,100,56,13,36,0,99,16645,726699
2006,73,"Male","Black Non-Hispanic",13,0,2,13,14,5,3,0,13,2786,60676
2006,73,"Male","Hispanic",32,1,3,11,20,0,0,0,11,1214,46766
2006,73,"Male","White Non-Hispanic",211,10,168,144,124,11,31,0,130,20217,606877
2006,74,"Female","Black Non-Hispanic",8,1,1,6,3,1,4,0,6,2570,83504
2006,74,"Female","Hispanic",20,0,0,6,0,0,0,0,6,1181,60373
2006,74,"Female","White Non-Hispanic",147,17,25,93,36,12,42,0,92,18309,721931
2006,74,"Male","Black Non-Hispanic",8,2,5,17,7,4,6,0,16,2886,55556
2006,74,"Male","Hispanic",23,2,4,12,13,2,2,0,12,1413,45109
2006,74,"Male","White Non-Hispanic",204,10,176,157,116,10,30,1,148,21494,591204
2006,75,"Female","Black Non-Hispanic",10,0,0,10,1,1,3,0,10,2671,77442
2006,75,"Female","Hispanic",35,0,0,10,3,1,0,0,9,1225,57743
2006,75,"Female","White Non-Hispanic",168,17,32,91,40,11,45,0,89,19773,715635
2006,75,"Male","Black Non-Hispanic",15,4,8,14,7,8,4,0,14,2798,49889
2006,75,"Male","Hispanic",23,2,7,15,22,2,3,0,14,1402,42298
2006,75,"Male","White Non-Hispanic",192,13,205,146,101,15,40,0,135,23113,573243
2006,76,"Female","Black Non-Hispanic",7,1,0,5,4,1,4,0,5,2981,81338
2006,76,"Female","Hispanic",24,1,1,10,3,1,2,0,10,1387,58583
2006,76,"Female","White Non-Hispanic",164,10,40,107,36,12,31,0,102,21715,726997
2006,76,"Male","Black Non-Hispanic",12,2,6,13,11,4,3,0,13,2916,51175
2006,76,"Male","Hispanic",27,0,5,16,14,2,2,0,15,1484,42354
2006,76,"Male","White Non-Hispanic",226,9,174,148,116,13,31,1,140,24966,568924
2006,77,"Female","Black Non-Hispanic",8,1,0,16,6,1,2,0,15,3007,72411
2006,77,"Female","Hispanic",17,2,0,6,4,0,2,0,5,1390,52420
2006,77,"Female","White Non-Hispanic",177,11,26,107,40,7,32,0,105,23354,688250
2006,77,"Male","Black Non-Hispanic",14,1,1,16,8,3,2,0,16,2814,43880
2006,77,"Male","Hispanic",27,0,7,11,16,0,0,0,10,1401,36981
2006,77,"Male","White Non-Hispanic",177,13,181,159,91,12,41,0,150,25691,527554
2006,78,"Female","Black Non-Hispanic",14,0,1,2,3,3,2,0,2,3115,70049
2006,78,"Female","Hispanic",23,0,0,6,5,1,1,0,6,1400,49471
2006,78,"Female","White Non-Hispanic",145,18,24,111,23,7,42,0,109,25630,687822
2006,78,"Male","Black Non-Hispanic",15,1,6,14,11,3,2,0,14,2725,40836
2006,78,"Male","Hispanic",23,0,6,12,11,0,0,0,12,1438,34444
2006,78,"Male","White Non-Hispanic",176,8,184,153,87,12,27,0,142,27311,510798
2006,79,"Female","Black Non-Hispanic",5,2,0,8,1,1,2,0,8,3209,66259
2006,79,"Female","Hispanic",22,2,2,6,4,0,2,0,6,1493,45116
2006,79,"Female","White Non-Hispanic",173,15,28,119,35,9,36,0,117,27598,668270
2006,79,"Male","Black Non-Hispanic",14,1,4,13,2,5,2,0,12,2740,37351
2006,79,"Male","Hispanic",21,0,3,12,13,1,0,0,11,1499,30875
2006,79,"Male","White Non-Hispanic",163,14,172,145,77,7,27,0,135,28325,480548
2006,80,"Female","Black Non-Hispanic",8,1,0,6,3,1,1,0,6,3409,61514
2006,80,"Female","Hispanic",24,0,0,9,4,1,1,0,9,1533,41727
2006,80,"Female","White Non-Hispanic",150,16,27,124,30,16,46,0,123,29368,636107
2006,80,"Male","Black Non-Hispanic",5,0,5,14,5,3,0,0,13,2826,33882
2006,80,"Male","Hispanic",21,1,8,4,10,1,2,0,4,1492,27979
2006,80,"Male","White Non-Hispanic",157,10,184,147,58,10,33,0,138,28940,437668
2006,81,"Female","Black Non-Hispanic",5,3,0,11,1,1,4,0,11,3565,59820
2006,81,"Female","Hispanic",19,1,0,4,2,1,1,0,4,1509,39305
2006,81,"Female","White Non-Hispanic",151,20,27,100,24,11,36,0,100,31779,630883
2006,81,"Male","Black Non-Hispanic",4,1,3,11,4,0,1,0,11,2743,31425
2006,81,"Male","Hispanic",9,1,5,7,5,1,2,0,7,1454,25369
2006,81,"Male","White Non-Hispanic",137,8,162,172,56,10,33,0,164,30097,415487
2006,82,"Female","Black Non-Hispanic",7,1,0,7,1,2,1,0,7,3531,52421
2006,82,"Female","Hispanic",20,0,0,6,3,0,0,0,6,1500,34656
2006,82,"Female","White Non-Hispanic",140,15,31,121,30,17,36,0,120,34130,594368
2006,82,"Male","Black Non-Hispanic",2,0,3,7,3,1,1,0,7,2575,27187
2006,82,"Male","Hispanic",17,0,2,1,9,0,1,0,1,1383,22415
2006,82,"Male","White Non-Hispanic",138,14,145,151,64,4,32,0,140,30495,373960
2006,83,"Female","Black Non-Hispanic",5,0,0,8,2,3,1,0,7,3418,47856
2006,83,"Female","Hispanic",28,3,2,3,7,0,5,0,3,1578,30634
2006,83,"Female","White Non-Hispanic",130,14,28,121,16,17,29,0,117,34778,547620
2006,83,"Male","Black Non-Hispanic",5,1,2,7,3,2,3,0,7,2531,24206
2006,83,"Male","Hispanic",8,0,5,7,4,1,0,0,6,1366,19983
2006,83,"Male","White Non-Hispanic",108,12,135,119,42,10,39,0,114,29760,336616
2006,84,"Female","Black Non-Hispanic",5,5,1,9,3,1,5,0,9,3465,42927
2006,84,"Female","Hispanic",13,2,2,6,2,0,2,0,6,1548,27802
2006,84,"Female","White Non-Hispanic",113,16,17,105,19,8,32,0,99,37298,516073
2006,84,"Male","Black Non-Hispanic",2,0,4,2,2,1,1,0,2,2377,20756
2006,84,"Male","Hispanic",17,1,3,5,5,0,1,0,5,1290,17104
2006,84,"Male","White Non-Hispanic",99,3,108,119,32,5,23,0,114,29992,303451
2007,0,"Female","Black Non-Hispanic",0,5,0,17,0,39,5,0,17,3835,307533
2007,0,"Female","Hispanic",0,2,0,16,0,37,3,0,15,2725,521281
2007,0,"Female","White Non-Hispanic",1,0,0,31,0,64,5,0,30,5658,1.0771e+006
2007,0,"Male","Black Non-Hispanic",0,6,0,11,1,67,6,0,10,4794,317712
2007,0,"Male","Hispanic",2,4,0,15,0,44,4,0,15,3343,542280
2007,0,"Male","White Non-Hispanic",0,4,0,32,1,86,6,0,32,7340,1.13354e+006
2007,1,"Female","Black Non-Hispanic",0,3,0,13,0,21,3,0,13,207,292000
2007,1,"Female","Hispanic",0,3,0,27,0,18,3,0,27,219,477922
2007,1,"Female","White Non-Hispanic",1,5,0,33,0,25,6,0,31,416,1.05794e+006
2007,1,"Male","Black Non-Hispanic",0,5,0,16,0,33,5,0,16,246,301503
2007,1,"Male","Hispanic",0,0,0,30,0,13,0,0,29,229,510716
2007,1,"Male","White Non-Hispanic",0,4,0,48,0,39,6,0,44,515,1.111e+006
2007,2,"Female","Black Non-Hispanic",0,4,0,17,0,27,6,0,16,128,286185
2007,2,"Female","Hispanic",0,0,0,16,0,15,0,0,14,96,473000
2007,2,"Female","White Non-Hispanic",1,1,0,31,0,14,1,0,29,261,1.06374e+006
2007,2,"Male","Black Non-Hispanic",0,1,0,19,0,28,2,0,18,156,295697
2007,2,"Male","Hispanic",1,0,0,22,0,7,0,0,20,138,484864
2007,2,"Male","White Non-Hispanic",1,2,0,35,0,25,2,0,34,331,1.11812e+006
2007,3,"Female","Black Non-Hispanic",0,0,0,16,0,15,0,0,16,89,286671
2007,3,"Female","Hispanic",0,0,0,15,0,6,0,0,15,77,448875
2007,3,"Female","White Non-Hispanic",0,1,0,28,0,10,1,0,27,194,1.08935e+006
2007,3,"Male","Black Non-Hispanic",0,1,0,12,0,16,1,0,12,116,296423
2007,3,"Male","Hispanic",0,1,0,23,0,7,1,0,22,107,479557
2007,3,"Male","White Non-Hispanic",0,1,0,29,0,11,1,0,26,259,1.14483e+006
2007,4,"Female","Black Non-Hispanic",0,0,0,10,0,9,1,0,10,69,288693
2007,4,"Female","Hispanic",0,0,0,12,0,7,0,0,12,61,452598
2007,4,"Female","White Non-Hispanic",0,0,0,19,0,11,0,0,17,138,1.09087e+006
2007,4,"Male","Black Non-Hispanic",0,0,0,14,0,11,1,0,13,91,298736
2007,4,"Male","Hispanic",0,0,0,20,0,3,0,0,20,82,471908
2007,4,"Male","White Non-Hispanic",0,1,0,39,0,12,2,0,37,211,1.14891e+006
2007,5,"Female","Black Non-Hispanic",0,0,0,9,0,2,0,0,9,54,295354
2007,5,"Female","Hispanic",0,1,0,10,0,3,1,0,10,56,444754
2007,5,"Female","White Non-Hispanic",0,2,0,28,0,9,3,0,26,129,1.09453e+006
2007,5,"Male","Black Non-Hispanic",0,0,0,15,0,6,0,0,15,80,303809
2007,5,"Male","Hispanic",0,0,0,20,0,0,0,0,20,76,456540
2007,5,"Male","White Non-Hispanic",0,0,0,32,0,5,0,0,30,168,1.14974e+006
2007,6,"Female","Black Non-Hispanic",0,0,0,8,0,5,0,0,8,53,300561
2007,6,"Female","Hispanic",0,1,0,10,0,4,1,0,10,55,418095
2007,6,"Female","White Non-Hispanic",0,1,0,28,0,9,1,0,27,141,1.11856e+006
2007,6,"Male","Black Non-Hispanic",0,0,1,15,0,5,0,0,13,71,309346
2007,6,"Male","Hispanic",0,0,0,13,0,4,0,0,13,54,438858
2007,6,"Male","White Non-Hispanic",0,3,0,33,0,8,3,0,30,178,1.17289e+006
2007,7,"Female","Black Non-Hispanic",0,0,0,9,0,3,0,0,9,40,291313
2007,7,"Female","Hispanic",0,0,0,16,0,2,0,0,16,62,366817
2007,7,"Female","White Non-Hispanic",0,0,1,23,0,7,1,0,22,119,1.09813e+006
2007,7,"Male","Black Non-Hispanic",0,0,0,6,0,3,0,0,6,56,300131
2007,7,"Male","Hispanic",0,0,0,12,0,4,0,0,11,61,418272
2007,7,"Male","White Non-Hispanic",0,1,0,25,0,13,1,0,23,168,1.15659e+006
2007,8,"Female","Black Non-Hispanic",0,0,0,7,0,1,0,0,7,46,288690
2007,8,"Female","Hispanic",0,0,0,11,0,2,0,0,11,38,371002
2007,8,"Female","White Non-Hispanic",0,2,0,23,0,7,2,0,21,139,1.09999e+006
2007,8,"Male","Black Non-Hispanic",0,1,0,10,0,3,1,0,9,57,298661
2007,8,"Male","Hispanic",0,0,0,16,0,0,0,0,16,61,382839
2007,8,"Male","White Non-Hispanic",0,0,0,39,0,4,1,0,36,150,1.16064e+006
2007,9,"Female","Black Non-Hispanic",0,0,0,7,0,5,0,0,6,45,294860
2007,9,"Female","Hispanic",0,0,0,6,0,3,0,0,6,41,372684
2007,9,"Female","White Non-Hispanic",0,0,0,27,0,4,0,0,26,123,1.10583e+006
2007,9,"Male","Black Non-Hispanic",0,0,1,14,0,4,0,0,13,61,306287
2007,9,"Male","Hispanic",0,0,0,20,0,1,0,0,20,62,386764
2007,9,"Male","White Non-Hispanic",0,0,1,37,0,5,0,0,34,146,1.16711e+006
2007,10,"Female","Black Non-Hispanic",0,0,0,6,0,3,0,0,6,56,309114
2007,10,"Female","Hispanic",0,1,0,5,0,1,1,0,5,45,393208
2007,10,"Female","White Non-Hispanic",0,0,1,33,0,3,0,0,31,134,1.15348e+006
2007,10,"Male","Black Non-Hispanic",0,1,6,12,0,7,1,0,11,82,321162
2007,10,"Male","Hispanic",0,0,2,16,0,2,0,0,16,66,399904
2007,10,"Male","White Non-Hispanic",0,1,2,30,0,6,1,0,29,140,1.21301e+006
2007,11,"Female","Black Non-Hispanic",0,0,3,9,0,2,0,0,8,45,308565
2007,11,"Female","Hispanic",0,0,0,6,0,0,0,0,5,36,394352
2007,11,"Female","White Non-Hispanic",0,0,2,26,0,3,0,0,25,121,1.16453e+006
2007,11,"Male","Black Non-Hispanic",0,0,4,5,0,7,0,0,5,61,318224
2007,11,"Male","Hispanic",0,0,1,6,0,4,0,0,5,40,413108
2007,11,"Male","White Non-Hispanic",0,2,7,40,0,5,3,0,39,207,1.23129e+006
2007,12,"Female","Black Non-Hispanic",0,0,0,9,0,3,0,0,9,43,321674
2007,12,"Female","Hispanic",0,1,1,7,0,2,1,0,6,43,374425
2007,12,"Female","White Non-Hispanic",0,3,1,39,0,5,3,0,33,147,1.19103e+006
2007,12,"Male","Black Non-Hispanic",0,2,3,17,0,9,2,0,16,89,332974
2007,12,"Male","Hispanic",0,1,4,10,0,0,1,0,10,58,414667
2007,12,"Male","White Non-Hispanic",0,5,15,53,1,1,4,0,51,186,1.25967e+006
2007,13,"Female","Black Non-Hispanic",0,1,5,13,0,7,2,0,12,74,330147
2007,13,"Female","Hispanic",0,2,1,12,0,5,2,0,10,60,391141
2007,13,"Female","White Non-Hispanic",0,2,7,49,0,8,3,0,41,165,1.19677e+006
2007,13,"Male","Black Non-Hispanic",0,2,8,18,0,14,2,0,16,102,339889
2007,13,"Male","Hispanic",0,0,0,17,0,11,0,0,17,68,415909
2007,13,"Male","White Non-Hispanic",0,3,18,81,0,3,3,0,75,266,1.26512e+006
2007,14,"Female","Black Non-Hispanic",0,0,4,16,0,13,0,0,16,78,336032
2007,14,"Female","Hispanic",0,0,4,17,0,6,1,0,17,58,394021
2007,14,"Female","White Non-Hispanic",0,7,17,65,0,7,9,0,61,199,1.21617e+006
2007,14,"Male","Black Non-Hispanic",0,2,6,25,0,36,2,0,24,142,349624
2007,14,"Male","Hispanic",0,4,6,38,1,22,3,1,37,117,414409
2007,14,"Male","White Non-Hispanic",0,12,35,100,1,7,13,0,95,336,1.28707e+006
2007,15,"Female","Black Non-Hispanic",0,0,4,22,0,17,1,0,22,92,345265
2007,15,"Female","Hispanic",0,4,6,23,0,1,4,0,23,71,389306
2007,15,"Female","White Non-Hispanic",0,9,27,106,0,14,10,0,101,282,1.25574e+006
2007,15,"Male","Black Non-Hispanic",0,0,7,44,0,86,0,0,42,209,356385
2007,15,"Male","Hispanic",0,2,16,42,0,40,3,0,38,149,423441
2007,15,"Male","White Non-Hispanic",0,27,84,147,0,20,31,2,138,491,1.32593e+006
2007,16,"Female","Black Non-Hispanic",0,1,3,21,0,19,1,0,20,101,351808
2007,16,"Female","Hispanic",0,9,8,34,2,10,8,0,34,102,398266
2007,16,"Female","White Non-Hispanic",1,19,41,237,4,15,22,0,233,446,1.28897e+006
2007,16,"Male","Black Non-Hispanic",1,2,11,58,0,149,2,2,55,322,365478
2007,16,"Male","Hispanic",0,8,21,60,1,65,10,0,57,219,433744
2007,16,"Male","White Non-Hispanic",0,49,132,309,5,22,54,0,296,742,1.36178e+006
2007,17,"Female","Black Non-Hispanic",0,2,2,31,0,25,2,0,30,121,356432
2007,17,"Female","Hispanic",0,4,8,38,1,7,3,0,38,92,379569
2007,17,"Female","White Non-Hispanic",0,20,28,299,0,21,25,0,295,508,1.31191e+006
2007,17,"Male","Black Non-Hispanic",0,3,21,63,0,242,3,2,62,440,370811
2007,17,"Male","Hispanic",0,20,32,113,2,91,19,1,112,343,436736
2007,17,"Male","White Non-Hispanic",0,79,160,462,4,44,91,0,445,987,1.3931e+006
2007,18,"Female","Black Non-Hispanic",0,2,5,40,1,32,3,0,38,154,341041
2007,18,"Female","Hispanic",0,5,8,45,0,20,8,0,45,124,374955
2007,18,"Female","White Non-Hispanic",0,55,40,313,4,37,62,0,306,602,1.28674e+006
2007,18,"Male","Black Non-Hispanic",0,7,37,91,1,325,8,3,87,582,350458
2007,18,"Male","Hispanic",0,17,48,143,3,128,16,2,141,448,425392
2007,18,"Male","White Non-Hispanic",0,191,230,646,9,71,197,5,634,1452,1.35115e+006
2007,19,"Female","Black Non-Hispanic",0,2,7,47,0,24,2,0,47,178,328414
2007,19,"Female","Hispanic",0,7,4,38,0,12,8,0,38,106,364626
2007,19,"Female","White Non-Hispanic",0,57,48,257,1,27,67,0,251,591,1.27735e+006
2007,19,"Male","Black Non-Hispanic",1,11,42,122,0,379,12,1,118,694,332387
2007,19,"Male","Hispanic",0,27,64,154,4,150,25,2,154,515,426109
2007,19,"Male","White Non-Hispanic",0,216,240,637,8,74,233,2,624,1567,1.32996e+006
2007,20,"Female","Black Non-Hispanic",0,8,3,34,0,27,8,0,34,156,313385
2007,20,"Female","Hispanic",0,5,10,44,0,16,8,0,42,129,362450
2007,20,"Female","White Non-Hispanic",0,87,50,207,3,31,96,0,204,576,1.2565e+006
2007,20,"Male","Black Non-Hispanic",0,9,35,91,2,352,7,5,90,633,313751
2007,20,"Male","Hispanic",0,31,58,172,5,145,26,5,168,537,424642
2007,20,"Male","White Non-Hispanic",0,273,269,605,6,81,296,2,579,1578,1.30461e+006
2007,21,"Female","Black Non-Hispanic",1,2,10,44,1,43,2,1,41,206,308310
2007,21,"Female","Hispanic",0,4,8,45,1,13,3,0,45,136,360995
2007,21,"Female","White Non-Hispanic",0,81,65,207,5,31,88,0,202,613,1.26495e+006
2007,21,"Male","Black Non-Hispanic",0,14,45,101,0,342,16,6,96,659,307455
2007,21,"Male","Hispanic",0,24,45,196,4,131,21,2,194,551,413860
2007,21,"Male","White Non-Hispanic",0,340,323,648,14,95,347,3,629,1858,1.31334e+006
2007,22,"Female","Black Non-Hispanic",0,8,2,39,0,30,8,0,36,176,298436
2007,22,"Female","Hispanic",1,9,3,47,0,14,11,0,47,143,368559
2007,22,"Female","White Non-Hispanic",1,105,58,155,4,28,120,1,150,605,1.26096e+006
2007,22,"Male","Black Non-Hispanic",1,25,46,111,3,333,28,8,106,689,297351
2007,22,"Male","Hispanic",1,35,68,202,7,168,29,5,199,632,433347
2007,22,"Male","White Non-Hispanic",1,321,367,629,12,79,345,2,601,1849,1.30856e+006
2007,23,"Female","Black Non-Hispanic",0,5,5,29,0,33,5,0,29,197,289569
2007,23,"Female","Hispanic",1,4,9,40,1,14,5,0,39,133,357428
2007,23,"Female","White Non-Hispanic",5,129,61,167,6,32,148,0,162,625,1.2243e+006
2007,23,"Male","Black Non-Hispanic",1,16,53,131,2,329,19,10,126,703,285269
2007,23,"Male","Hispanic",0,44,44,176,4,128,43,4,172,529,434777
2007,23,"Male","White Non-Hispanic",4,340,312,545,13,74,367,2,530,1761,1.26746e+006
2007,24,"Female","Black Non-Hispanic",0,12,12,27,0,41,15,1,24,221,288325
2007,24,"Female","Hispanic",0,11,12,37,1,17,15,0,35,144,381225
2007,24,"Female","White Non-Hispanic",4,106,54,150,5,43,119,0,145,630,1.23854e+006
2007,24,"Male","Black Non-Hispanic",1,16,46,124,1,334,19,8,123,704,282671
2007,24,"Male","Hispanic",0,46,55,191,9,125,41,3,185,583,450962
2007,24,"Male","White Non-Hispanic",0,366,343,561,18,98,389,4,543,1844,1.27279e+006
2007,25,"Female","Black Non-Hispanic",0,9,11,31,0,38,10,0,31,230,295518
2007,25,"Female","Hispanic",1,5,17,36,2,12,8,0,36,138,386217
2007,25,"Female","White Non-Hispanic",1,122,72,136,4,38,151,0,131,634,1.25442e+006
2007,25,"Male","Black Non-Hispanic",0,25,48,101,2,289,26,14,99,685,277416
2007,25,"Male","Hispanic",2,38,55,147,8,117,39,4,142,540,459323
2007,25,"Male","White Non-Hispanic",2,406,336,444,15,91,428,4,424,1743,1.26794e+006
2007,26,"Female","Black Non-Hispanic",0,8,5,31,0,37,11,0,30,260,295637
2007,26,"Female","Hispanic",1,6,10,29,1,20,11,0,29,141,383261
2007,26,"Female","White Non-Hispanic",8,138,80,148,13,33,168,0,145,714,1.26811e+006
2007,26,"Male","Black Non-Hispanic",1,25,35,97,4,274,27,5,94,664,265697
2007,26,"Male","Hispanic",5,44,52,149,11,137,39,3,148,547,444042
2007,26,"Male","White Non-Hispanic",4,377,341,420,11,77,410,3,393,1739,1.25407e+006
2007,27,"Female","Black Non-Hispanic",1,14,8,16,1,33,18,0,16,268,300846
2007,27,"Female","Hispanic",3,13,11,34,3,13,15,0,33,154,394732
2007,27,"Female","White Non-Hispanic",4,164,66,128,9,19,184,0,127,669,1.2613e+006
2007,27,"Male","Black Non-Hispanic",2,29,44,100,3,290,33,5,99,695,266371
2007,27,"Male","Hispanic",7,57,60,125,17,106,59,5,120,528,449218
2007,27,"Male","White Non-Hispanic",7,394,291,419,20,95,437,5,405,1763,1.24372e+006
2007,28,"Female","Black Non-Hispanic",1,14,11,25,2,36,16,0,25,304,279438
2007,28,"Female","Hispanic",2,8,11,29,3,14,9,0,29,156,364111
2007,28,"Female","White Non-Hispanic",6,154,69,120,6,27,180,0,116,685,1.18145e+006
2007,28,"Male","Black Non-Hispanic",0,29,39,81,1,236,31,4,78,650,249112
2007,28,"Male","Hispanic",1,59,59,131,15,74,60,4,128,497,426273
2007,28,"Male","White Non-Hispanic",8,404,297,376,28,67,434,2,366,1699,1.19165e+006
2007,29,"Female","Black Non-Hispanic",1,12,4,17,1,20,14,0,17,269,263206
2007,29,"Female","Hispanic",1,9,13,20,1,11,14,0,20,151,367502
2007,29,"Female","White Non-Hispanic",8,145,58,121,9,43,174,0,118,790,1.1258e+006
2007,29,"Male","Black Non-Hispanic",2,22,39,85,5,245,25,2,83,647,236468
2007,29,"Male","Hispanic",5,43,54,113,12,75,47,5,110,463,424813
2007,29,"Male","White Non-Hispanic",12,371,336,338,25,76,406,4,325,1702,1.14443e+006
2007,30,"Female","Black Non-Hispanic",2,16,5,24,3,29,17,0,24,301,267082
2007,30,"Female","Hispanic",3,15,7,23,2,10,17,0,23,144,382138
2007,30,"Female","White Non-Hispanic",4,141,66,106,10,27,160,0,105,723,1.12651e+006
2007,30,"Male","Black Non-Hispanic",0,27,43,89,5,222,26,5,86,658,239229
2007,30,"Male","Hispanic",7,54,62,112,14,85,57,5,108,495,421327
2007,30,"Male","White Non-Hispanic",10,354,293,317,22,80,383,10,305,1643,1.15872e+006
2007,31,"Female","Black Non-Hispanic",2,16,2,24,3,21,19,0,23,301,254785
2007,31,"Female","Hispanic",1,6,6,23,1,16,8,0,23,157,370638
2007,31,"Female","White Non-Hispanic",3,140,70,93,10,32,174,1,91,769,1.08024e+006
2007,31,"Male","Black Non-Hispanic",2,28,33,71,4,185,28,1,70,589,225172
