Portugal, Life expectancy at birth (period, 1x10)     Last modified: 13-Jan-2014, MPv5 (May07)

  Year        Female   Male    Total
1940-1949      55.25   50.37   52.86
1950-1959      63.67   58.32   61.07
1960-1969      68.23   62.16   65.25
1970-1979      72.51   65.75   69.17
1980-1989      76.62   69.58   73.13
1990-1999      78.96   71.67   75.32
2000-2009      81.64   74.86   78.29
2010-2012      83.31   77.05   80.26
