"sex","year","age","europe"
"female",1752,2,0.0492899066146011
"female",1752,3,0.033999155955787
"female",1752,4,0.0298249105210839
"female",1752,5,0.0274556220976566
"female",1752,6,0.0207923134072275
"female",1752,7,0.0158282127696188
"female",1752,8,0.0120878096017808
"female",1752,9,0.00954221617133735
"female",1752,10,0.00812955133318764
"female",1752,11,0.00754702671987083
"female",1752,12,0.00715277115221233
"female",1752,13,0.00697080388966487
"female",1752,14,0.00694704059374742
"female",1752,15,0.00707097302119777
"female",1752,16,0.00675215880290774
"female",1752,17,0.00654577312006318
"female",1752,18,0.00649129041637419
"female",1752,19,0.00643308710793284
"female",1752,20,0.00639646298966699
"female",1752,21,0.00662327355816544
"female",1752,22,0.0068328185682395
"female",1752,23,0.00702846440447097
"female",1752,24,0.00718932483000886
"female",1752,25,0.00746614627902509
"female",1752,26,0.00760435852225241
"female",1752,27,0.0078231461225598
"female",1752,28,0.0081627622312637
"female",1752,29,0.00862377601179105
"female",1752,30,0.00920338010006058
"female",1752,31,0.0100957086174488
"female",1752,32,0.0107463464999325
"female",1752,33,0.011141924196529
"female",1752,34,0.0110918031247037
"female",1752,35,0.0106381355608956
"female",1752,36,0.00957781766194517
"female",1752,37,0.0089864560105642
"female",1752,38,0.00896373855879343
"female",1752,39,0.00940911436289504
"female",1752,40,0.0103029368523559
"female",1752,41,0.012082123076368
"female",1752,42,0.0134196311887687
"female",1752,43,0.0142179128751875
"female",1752,44,0.0143990322831656
"female",1752,45,0.0140373729555751
"female",1752,46,0.0122365907567984
"female",1752,47,0.0111665798545067
"female",1752,48,0.0108848329876105
"female",1752,49,0.0111683951562419
"female",1752,50,0.0118964116696285
"female",1752,51,0.0143955114273014
"female",1752,52,0.0166681602294112
"female",1752,53,0.0184822578634645
"female",1752,54,0.019429722732526
"female",1752,55,0.0197839407453056
"female",1752,56,0.0181415265029302
"female",1752,57,0.0181308772381811
"female",1752,58,0.0194192411276132
"female",1752,59,0.0213987446763147
"female",1752,60,0.0236092062177284
"female",1752,61,0.027684428352208
"female",1752,62,0.0306340158979272
"female",1752,63,0.0335816856327638
"female",1752,64,0.0359368444297229
"female",1752,65,0.038007141834979
"female",1752,66,0.0377194167125498
"female",1752,67,0.0385169269973607
"female",1752,68,0.0404765458072923
"female",1752,69,0.0441677515343128
"female",1752,70,0.0488514620769355
"female",1752,71,0.059033008877768
"female",1752,72,0.0695725642305772
"female",1752,73,0.0804908850125824
"female",1752,74,0.0914387809679879
"female",1752,75,0.102079013082242
"female",1752,76,0.0973462783171521
"female",1752,77,0.0945173133128946
"female",1752,78,0.0930248453573015
"female",1752,79,0.0939263173683785
"female",1752,80,0.10207023220172
"female",1752,81,0.117886065344876
"female",1752,82,0.133370845157713
"female",1752,83,0.147314414292088
"female",1752,84,0.157420037629351
"female",1752,85,0.159234482659829
"female",1752,86,0.157586429331055
"female",1752,87,0.157190707261562
"female",1752,88,0.157321159986279
"female",1752,89,0.160069679667086
"female",1752,90,0.195751076448127
"female",1752,91,0.204126175752222
"female",1752,92,0.212413235393221
"female",1752,93,0.220606490512502
"female",1752,94,0.228937077852826
"female",1752,95,0.236197791646663
"female",1752,96,0.242875931608943
"female",1752,97,0.250999692402338
"female",1752,98,0.260352422907489
"female",1752,99,0.262531328320802
"female",1752,100,0.280651340996169
"female",1752,101,0.288184438040346
"female",1752,102,0.301123595505618
"female",1752,103,0.379310344827586
"female",1752,104,0.59375
"female",1752,105,0
"female",1752,106,NA
"female",1752,107,NA
"female",1752,108,NA
"female",1752,109,NA
"female",1752,110,NA
"female",1753,0,0.21417299444888
"female",1753,1,0.0532121922448274
"female",1753,2,0.0349489050205842
"female",1753,3,0.0252741933497916
"female",1753,4,0.0224694537447703
"female",1753,5,0.0202625640164183
"female",1753,6,0.015105839970581
"female",1753,7,0.011035200149409
"female",1753,8,0.00834473644518039
"female",1753,9,0.00675562285169944
"female",1753,10,0.00604065369530354
"female",1753,11,0.00593657866300244
"female",1753,12,0.00579737980383112
"female",1753,13,0.00574297485270448
"female",1753,14,0.0057863794034378
"female",1753,15,0.00587348055750016
"female",1753,16,0.00562070589163378
"female",1753,17,0.00538180611873147
"female",1753,18,0.00526320039498517
"female",1753,19,0.0052963211745098
"female",1753,20,0.00535131906466324
"female",1753,21,0.00568048757812583
"female",1753,22,0.00602483170733929
"female",1753,23,0.0063823692587852
"female",1753,24,0.00675513344136094
"female",1753,25,0.00712659805557849
"female",1753,26,0.00740635976379577
"female",1753,27,0.0077444305506668
"female",1753,28,0.00810825479652797
"female",1753,29,0.00854258666113782
"female",1753,30,0.00898464860889752
"female",1753,31,0.00968892336524303
"female",1753,32,0.0101609863369475
"female",1753,33,0.0102819169151726
"female",1753,34,0.0100080108449266
"female",1753,35,0.00932721529423795
"female",1753,36,0.00838441205820669
"female",1753,37,0.00800687673897799
"female",1753,38,0.00822421105511805
"female",1753,39,0.00909402751839006
"female",1753,40,0.0102783065476166
"female",1753,41,0.0122237604290718
"female",1753,42,0.013853820501919
"female",1753,43,0.0147451432684506
"female",1753,44,0.0147311521656229
"female",1753,45,0.0139846549896522
"female",1753,46,0.0121845415647997
"female",1753,47,0.0111798705675035
"female",1753,48,0.0109091752358741
"female",1753,49,0.0113794419211501
"female",1753,50,0.0120938223930958
"female",1753,51,0.0142444850695871
"female",1753,52,0.0163803332817417
"female",1753,53,0.0180701853918065
"female",1753,54,0.0189756190834967
"female",1753,55,0.0190599215255688
"female",1753,56,0.017504772017647
"female",1753,57,0.0173843188149573
"female",1753,58,0.0185789362557521
"female",1753,59,0.0207465962087397
"female",1753,60,0.0228436852429178
"female",1753,61,0.026931856724199
"female",1753,62,0.0299481995482184
"female",1753,63,0.0319769448704638
"female",1753,64,0.0341883586142459
"female",1753,65,0.0363360235769815
"female",1753,66,0.0375414479373055
"female",1753,67,0.0394309599093451
"female",1753,68,0.0422749842940951
"female",1753,69,0.0460719839619283
"female",1753,70,0.0509189126840709
"female",1753,71,0.0595246548960115
"female",1753,72,0.0697827732630133
"female",1753,73,0.0803027105434463
"female",1753,74,0.0909471556453942
"female",1753,75,0.102149640222859
"female",1753,76,0.101665131791821
"female",1753,77,0.100500873990367
"female",1753,78,0.100922430675787
"female",1753,79,0.101871309329545
"female",1753,80,0.102733237014756
"female",1753,81,0.115484941901826
"female",1753,82,0.12843500446284
"female",1753,83,0.140390952666267
"female",1753,84,0.149296948938663
"female",1753,85,0.153576196308886
"female",1753,86,0.155038629774255
"female",1753,87,0.155959941377626
"female",1753,88,0.16018650823494
"female",1753,89,0.167782749575683
"female",1753,90,0.208544560969003
"female",1753,91,0.222419665333926
"female",1753,92,0.236877266653942
"female",1753,93,0.252472367655614
"female",1753,94,0.269353595419007
"female",1753,95,0.28827627093523
"female",1753,96,0.306825045298973
"female",1753,97,0.326406206705459
"female",1753,98,0.35146771037182
"female",1753,99,0.380575945793337
"female",1753,100,0.4
"female",1753,101,0.453183520599251
"female",1753,102,0.490566037735849
"female",1753,103,0.547619047619048
"female",1753,104,0.795031055900621
"female",1753,105,1.22535211267606
"female",1753,106,2.23076923076923
"female",1753,107,NA
"female",1753,108,NA
"female",1753,109,NA
"female",1753,110,NA
"female",1754,0,0.242628288134966
"female",1754,1,0.0599045747623315
"female",1754,2,0.0385615494365038
"female",1754,3,0.0291817723536497
"female",1754,4,0.0268131370410826
"female",1754,5,0.0223172109360425
"female",1754,6,0.014397793945211
"female",1754,7,0.00859984193604655
"female",1754,8,0.00505909410876867
"female",1754,9,0.00383869749752248
"female",1754,10,0.00436266821315127
"female",1754,11,0.00532664264977713
"female",1754,12,0.00606602458394222
"female",1754,13,0.00649428850785777
"female",1754,14,0.0066968508716629
"female",1754,15,0.00672773504928181
"female",1754,16,0.00633228271524108
"female",1754,17,0.0060537616368188
"female",1754,18,0.00584326279658373
"female",1754,19,0.00581218392628186
"female",1754,20,0.00597142438600003
"female",1754,21,0.00636159706644258
"female",1754,22,0.00673270368363673
"female",1754,23,0.00704326123437334
"female",1754,24,0.00728256107749047
"female",1754,25,0.00748016169304275
"female",1754,26,0.00749136600306672
"female",1754,27,0.00772266394386269
"female",1754,28,0.00809294871794872
"female",1754,29,0.00856982873126648
"female",1754,30,0.00912938992276459
"female",1754,31,0.00992436822246232
"female",1754,32,0.0105966724202157
"female",1754,33,0.011074230835682
"female",1754,34,0.0112370754832645
"female",1754,35,0.0111916042626091
"female",1754,36,0.0106472270718692
"female",1754,37,0.0103982344515021
"female",1754,38,0.0103687395646589
"female",1754,39,0.0106025608752152
"female",1754,40,0.0110819106333649
"female",1754,41,0.0121980817149693
"female",1754,42,0.0133248186750695
"female",1754,43,0.0142928029547326
"female",1754,44,0.0147011657001856
"female",1754,45,0.0146638621628678
"female",1754,46,0.0135110297430057
"female",1754,47,0.0129184620386662
"female",1754,48,0.0126792610327859
"female",1754,49,0.012726694575072
"female",1754,50,0.012985506342133
"female",1754,51,0.0144282967683093
"female",1754,52,0.0159534407520035
"female",1754,53,0.0176797379267439
"female",1754,54,0.0191692460105692
"female",1754,55,0.0204888853729926
"female",1754,56,0.0199833241969587
"female",1754,57,0.0204920249528228
"female",1754,58,0.0218390871160244
"female",1754,59,0.0239151826197689
"female",1754,60,0.026019588911664
"female",1754,61,0.0294723776343565
"female",1754,62,0.0323633081096731
"female",1754,63,0.0340561684942015
"female",1754,64,0.0346445953701094
"female",1754,65,0.0358547764833549
"female",1754,66,0.0369484185444083
"female",1754,67,0.0402950014038551
"female",1754,68,0.0451988116710101
"female",1754,69,0.0520021894063792
"female",1754,70,0.0598777869013928
"female",1754,71,0.0703277346579294
"female",1754,72,0.081016092087895
"female",1754,73,0.0927943378561387
"female",1754,74,0.102660734836903
"female",1754,75,0.110498727478047
"female",1754,76,0.10792173571789
"female",1754,77,0.107689220272002
"female",1754,78,0.108766681752453
"female",1754,79,0.114205980847189
"female",1754,80,0.114470194857604
"female",1754,81,0.131186666402948
"female",1754,82,0.147429287258339
"female",1754,83,0.16282193435559
"female",1754,84,0.174707184109678
"female",1754,85,0.180864286368453
"female",1754,86,0.186276080894843
"female",1754,87,0.190376609924365
"female",1754,88,0.194408786193125
"female",1754,89,0.204212076583211
"female",1754,90,0.229445005800681
"female",1754,91,0.242418444465704
"female",1754,92,0.255616760537228
"female",1754,93,0.268626498218335
"female",1754,94,0.282059550682575
"female",1754,95,0.296403712296984
"female",1754,96,0.312027080844285
"female",1754,97,0.326068965517241
"female",1754,98,0.340054284606437
"female",1754,99,0.36056338028169
"female",1754,100,0.384550797649034
"female",1754,101,0.394383394383394
"female",1754,102,0.452332657200811
"female",1754,103,0.485530546623794
"female",1754,104,0.554945054945055
"female",1754,105,1.2
"female",1754,106,NA
"female",1754,107,NA
"female",1754,108,NA
"female",1754,109,NA
"female",1754,110,NA
"female",1755,0,0.267208216285852
"female",1755,1,0.0666520016745975
"female",1755,2,0.044644162904099
"female",1755,3,0.0284244936709341
"female",1755,4,0.021323095201271
"female",1755,5,0.0179669142702273
"female",1755,6,0.0129748301131581
"female",1755,7,0.00905578800112085
"female",1755,8,0.00649369412914361
"female",1755,9,0.00532318217266754
"female",1755,10,0.00538480784060969
"female",1755,11,0.00593049831675353
"female",1755,12,0.00628671371962738
"female",1755,13,0.00644492126431366
"female",1755,14,0.00634412545295204
"female",1755,15,0.0061476160161778
"female",1755,16,0.00570188890686519
"female",1755,17,0.0054299086119694
"female",1755,18,0.00533290381151802
"female",1755,19,0.00536008649076983
"female",1755,20,0.00556809656043988
"female",1755,21,0.00612461774616121
"female",1755,22,0.00660869072071769
"female",1755,23,0.00705326560499017
"female",1755,24,0.00740816214167145
"female",1755,25,0.00770008641692522
"female",1755,26,0.00778262272141033
"female",1755,27,0.00800736320886215
"female",1755,28,0.00847855022723701
"female",1755,29,0.00910862119130313
"female",1755,30,0.00977749061200945
"female",1755,31,0.0106759356551154
"female",1755,32,0.0112266025885172
"female",1755,33,0.0115200985903376
"female",1755,34,0.0114407196708726
"female",1755,35,0.0109996009981808
"female",1755,36,0.010339136471587
"female",1755,37,0.010137494639372
"female",1755,38,0.0104077537940922
"female",1755,39,0.0110522589160503
"female",1755,40,0.0118959794201136
"female",1755,41,0.0133045299499175
"female",1755,42,0.0143923512541672
"female",1755,43,0.0154172329223514
"female",1755,44,0.0161422226831611
"female",1755,45,0.0162783312496975
"female",1755,46,0.015131525901447
"female",1755,47,0.0144895883025743
"female",1755,48,0.0143205324956862
"female",1755,49,0.0143786712442668
"female",1755,50,0.0144383068177827
"female",1755,51,0.0157771215011891
"female",1755,52,0.0167462654018101
"female",1755,53,0.0178187151657378
"female",1755,54,0.0190674917254281
"female",1755,55,0.0202479021845606
"female",1755,56,0.0199389306171574
"female",1755,57,0.020379979174388
"female",1755,58,0.0216545411604772
"female",1755,59,0.0235694633576967
"female",1755,60,0.0257441065752216
"female",1755,61,0.0296495329342629
"female",1755,62,0.0328615776531172
"female",1755,63,0.0361154714735042
"female",1755,64,0.038731420957779
"female",1755,65,0.0410605143579307
"female",1755,66,0.0437124022029682
"female",1755,67,0.0472782402633322
"female",1755,68,0.0521898995838528
"female",1755,69,0.0572542006432756
"female",1755,70,0.0623286935558941
"female",1755,71,0.0692017628926679
"female",1755,72,0.0760690661408683
"female",1755,73,0.0839416058394161
"female",1755,74,0.0938505413324806
"female",1755,75,0.103797288047069
"female",1755,76,0.106326842677462
"female",1755,77,0.110481572481572
"female",1755,78,0.116924214578553
"female",1755,79,0.123746191703773
"female",1755,80,0.119646272051418
"female",1755,81,0.135612201712407
"female",1755,82,0.151252868079693
"female",1755,83,0.165668395814393
"female",1755,84,0.177760710018774
"female",1755,85,0.185120660730417
"female",1755,86,0.191408459556282
"female",1755,87,0.199539331062248
"female",1755,88,0.206992244016982
"female",1755,89,0.215727794859894
"female",1755,90,0.243305137960329
"female",1755,91,0.257652457775465
"female",1755,92,0.271825032163205
"female",1755,93,0.285966744316813
"female",1755,94,0.299403747870528
"female",1755,95,0.31280435405328
"female",1755,96,0.327062512247697
"female",1755,97,0.342536905412794
"female",1755,98,0.355086372360845
"female",1755,99,0.366520787746171
"female",1755,100,0.387175324675325
"female",1755,101,0.413151364764268
"female",1755,102,0.414545454545454
"female",1755,103,0.495145631067961
"female",1755,104,0.540106951871658
"female",1755,105,0.65
"female",1755,106,0
"female",1755,107,NA
"female",1755,108,NA
"female",1755,109,NA
"female",1755,110,NA
"female",1756,0,0.246333795816576
"female",1756,1,0.0645423149472334
"female",1756,2,0.0436990595122803
"female",1756,3,0.028017690304794
"female",1756,4,0.0217298044549488
"female",1756,5,0.0187039988640234
"female",1756,6,0.0143901301231877
"female",1756,7,0.0111161321836528
"female",1756,8,0.00857869782507282
"female",1756,9,0.00697039738772242
"female",1756,10,0.00616650051096003
"female",1756,11,0.00611540009200585
"female",1756,12,0.0061033139189607
"female",1756,13,0.00606916569961828
"female",1756,14,0.00604965450224029
"female",1756,15,0.00602317278840046
"female",1756,16,0.00577066934873516
"female",1756,17,0.00562556008705353
"female",1756,18,0.00556606976778518
"female",1756,19,0.00559703305238624
"female",1756,20,0.0056497144112478
"female",1756,21,0.00604434965469314
"female",1756,22,0.00649252320980206
"female",1756,23,0.00686886941547113
"female",1756,24,0.00721241967184153
"female",1756,25,0.00751477303468933
"female",1756,26,0.00759127042331645
"female",1756,27,0.00787200727346197
"female",1756,28,0.00832662534170291
"female",1756,29,0.00906487214332138
"female",1756,30,0.00989823528569624
"female",1756,31,0.010889828077988
"female",1756,32,0.0115114745305376
"female",1756,33,0.0116681115155412
"female",1756,34,0.0114354081570444
"female",1756,35,0.0108612130298665
"female",1756,36,0.0100365640051344
"female",1756,37,0.00998432526630623
"female",1756,38,0.010516809241693
"female",1756,39,0.0116289595851595
"female",1756,40,0.0129424455845197
"female",1756,41,0.0145355760448263
"female",1756,42,0.0155000959772347
"female",1756,43,0.0158330018055513
"female",1756,44,0.0157338246728539
"female",1756,45,0.015087195700859
"female",1756,46,0.0133570037822243
"female",1756,47,0.0123843332097171
"female",1756,48,0.0121749672482729
"female",1756,49,0.0126777784928245
"female",1756,50,0.0134359229941742
"female",1756,51,0.015344357050056
"female",1756,52,0.0168570224256891
"female",1756,53,0.0180684456122012
"female",1756,54,0.0195195976303432
"female",1756,55,0.0215644772340308
"female",1756,56,0.0215983054003464
"female",1756,57,0.0228371592843171
"female",1756,58,0.0244383063529247
"female",1756,59,0.0264796653178794
"female",1756,60,0.028482267021419
"female",1756,61,0.0327174679390205
"female",1756,62,0.0356119889513242
"female",1756,63,0.0373828136116699
"female",1756,64,0.0388649068759188
"female",1756,65,0.0395780497903835
"female",1756,66,0.0400795327207987
"female",1756,67,0.0432061335792744
"female",1756,68,0.0483833482907434
"female",1756,69,0.0563546545443414
"female",1756,70,0.0653823949439397
"female",1756,71,0.075305600866447
"female",1756,72,0.0844776032745957
"female",1756,73,0.0930026404620403
"female",1756,74,0.101876617101531
"female",1756,75,0.11296973527774
"female",1756,76,0.116101531036918
"female",1756,77,0.121432713660002
"female",1756,78,0.128838884173121
"female",1756,79,0.139137491032682
"female",1756,80,0.129014719018214
"female",1756,81,0.144465061927357
"female",1756,82,0.159386875347342
"female",1756,83,0.172299694840678
"female",1756,84,0.180961048031238
"female",1756,85,0.1845316601575
"female",1756,86,0.186658354114713
"female",1756,87,0.190099539557899
"female",1756,88,0.197971351877806
"female",1756,89,0.209400705052879
"female",1756,90,0.269726396632574
"female",1756,91,0.291035922744744
"female",1756,92,0.313903281519862
"female",1756,93,0.337898063366016
"female",1756,94,0.363655960336279
"female",1756,95,0.390215660732378
"female",1756,96,0.419017557703689
"female",1756,97,0.451957295373666
"female",1756,98,0.490500193873594
"female",1756,99,0.525881057268722
"female",1756,100,0.563391442155309
"female",1756,101,0.626201923076923
"female",1756,102,0.709433962264151
"female",1756,103,0.735537190082645
"female",1756,104,1.01630434782609
"female",1756,105,1.20754716981132
"female",1756,106,1.22535211267606
"female",1756,107,2.23076923076923
"female",1756,108,NA
"female",1756,109,NA
"female",1756,110,NA
"female",1757,0,0.230222831181943
"female",1757,1,0.0791020499492246
"female",1757,2,0.0502966574230763
"female",1757,3,0.0365815730860606
"female",1757,4,0.032480789143576
"female",1757,5,0.0276393861383441
"female",1757,6,0.019020899812008
"female",1757,7,0.0132819269757437
"female",1757,8,0.00956553172879796
"female",1757,9,0.00756205012687718
"female",1757,10,0.00706767694416486
"female",1757,11,0.00729886214335576
"female",1757,12,0.00756517465685838
"female",1757,13,0.00772813027621871
"female",1757,14,0.00767381024873087
"female",1757,15,0.00746689290470047
"female",1757,16,0.00687421934101963
"female",1757,17,0.0064821606956573
"female",1757,18,0.00627207826483647
"female",1757,19,0.00621562337532407
"female",1757,20,0.0062815772121261
"female",1757,21,0.00663851085705656
"female",1757,22,0.00705411653339893
"female",1757,23,0.00756016583903023
"female",1757,24,0.00801578229100047
"female",1757,25,0.00851161435100656
"female",1757,26,0.00874037873688799
"female",1757,27,0.00917012081079715
"female",1757,28,0.00983211800286544
"female",1757,29,0.0106926090138177
"female",1757,30,0.011761992761756
"female",1757,31,0.0129689297746867
"female",1757,32,0.0135981764545236
"female",1757,33,0.0135899093840429
"female",1757,34,0.0128021171644524
"female",1757,35,0.0115426489826758
"female",1757,36,0.0101727558913259
"female",1757,37,0.00962033462033462
"female",1757,38,0.0100478917436081
"female",1757,39,0.0112820264985972
"female",1757,40,0.0130301488264594
"female",1757,41,0.0149803706394903
"female",1757,42,0.0161622229607096
"female",1757,43,0.016611526777785
"female",1757,44,0.0163089922367233
"female",1757,45,0.0157125839289582
"female",1757,46,0.014432308775736
"female",1757,47,0.0137089630511219
"female",1757,48,0.0136978945729275
"female",1757,49,0.0143879421778765
"female",1757,50,0.0155451540372183
"female",1757,51,0.0181846983119114
"female",1757,52,0.0205075133017599
"female",1757,53,0.0225268852707604
"female",1757,54,0.0244033853490101
"female",1757,55,0.0270589878743536
"female",1757,56,0.0271318972357445
"female",1757,57,0.0280694829312747
"female",1757,58,0.0299693993280692
"female",1757,59,0.0317157963063502
"female",1757,60,0.033287882303559
"female",1757,61,0.0382377283470278
"female",1757,62,0.0421986783072632
"female",1757,63,0.0447424613711755
"female",1757,64,0.0462524226533483
"female",1757,65,0.04810958199705
"female",1757,66,0.0482335711439289
"female",1757,67,0.0499558588842484
"female",1757,68,0.0544072344231343
"female",1757,69,0.0608325241487597
"female",1757,70,0.0696367658140157
"female",1757,71,0.0802020052186929
"female",1757,72,0.0889119457020266
"female",1757,73,0.0971278545923455
"female",1757,74,0.105002139508252
"female",1757,75,0.11458878712463
"female",1757,76,0.12114152827689
"female",1757,77,0.128226849574612
"female",1757,78,0.137537070598896
"female",1757,79,0.148636947413077
"female",1757,80,0.134563505499186
"female",1757,81,0.149230964789628
"female",1757,82,0.164299429920577
"female",1757,83,0.178861211857869
"female",1757,84,0.190907549848494
"female",1757,85,0.198946417437555
"female",1757,86,0.206885913494169
"female",1757,87,0.215371875940982
"female",1757,88,0.225538818076477
"female",1757,89,0.241101077774541
"female",1757,90,0.258864443940425
"female",1757,91,0.273405299313052
"female",1757,92,0.288215531722445
"female",1757,93,0.302897051215727
"female",1757,94,0.31663560111836
"female",1757,95,0.33035000799105
"female",1757,96,0.342198581560284
"female",1757,97,0.35421233949264
"female",1757,98,0.368707482993197
"female",1757,99,0.388362652232747
"female",1757,100,0.400605449041372
"female",1757,101,0.412576687116564
"female",1757,102,0.461340206185567
"female",1757,103,0.544600938967136
"female",1757,104,0.532374100719424
"female",1757,105,0.896551724137931
"female",1757,106,NA
"female",1757,107,NA
"female",1757,108,NA
"female",1757,109,NA
"female",1757,110,NA
"female",1758,0,0.228053615253917
"female",1758,1,0.0686751146514163
"female",1758,2,0.0411878464294284
"female",1758,3,0.0289856125431161
"female",1758,4,0.0271362936155041
"female",1758,5,0.0244579487138644
"female",1758,6,0.0178861125367496
"female",1758,7,0.0127409083498426
"female",1758,8,0.00955720285736262
"female",1758,9,0.00777920797637185
"female",1758,10,0.00694318609141586
"female",1758,11,0.00680850757822079
"female",1758,12,0.0066945832624619
"female",1758,13,0.00673947818221569
"female",1758,14,0.00683981895103896
"female",1758,15,0.00693807674100397
"female",1758,16,0.00671615074041374
"female",1758,17,0.0066117619046438
"female",1758,18,0.00667195114153103
"female",1758,19,0.00688005610532414
"female",1758,20,0.00717367124044069
"female",1758,21,0.00782204161071573
"female",1758,22,0.0084298674601949
"female",1758,23,0.00913155238803638
"female",1758,24,0.00997669378909924
"female",1758,25,0.0108086202711063
"female",1758,26,0.0112001751234556
"female",1758,27,0.0116549614373734
"female",1758,28,0.0121861177451383
"female",1758,29,0.0128447384780747
"female",1758,30,0.0134898179742808
"female",1758,31,0.0146784083672123
"female",1758,32,0.0152993494393762
"female",1758,33,0.0153449255517009
"female",1758,34,0.014763740147504
"female",1758,35,0.0136650619953707
"female",1758,36,0.0125136924508046
"female",1758,37,0.0122792563896156
"female",1758,38,0.0129136624438295
"female",1758,39,0.0146457887368322
"female",1758,40,0.0169334041262136
"female",1758,41,0.0194654609412104
"female",1758,42,0.0212123539696125
"female",1758,43,0.0219329320099133
"female",1758,44,0.021686605454902
"female",1758,45,0.0207960629970686
"female",1758,46,0.0196438210591142
"female",1758,47,0.0194713829190766
"female",1758,48,0.0200158499425757
"female",1758,49,0.0214461593268999
"female",1758,50,0.0234452239566886
"female",1758,51,0.027271615234918
"female",1758,52,0.0306651480801497
"female",1758,53,0.0329070955409814
"female",1758,54,0.0339761358567514
"female",1758,55,0.0344372113200097
"female",1758,56,0.0325029552353003
"female",1758,57,0.0323277381478847
"female",1758,58,0.0339412476318733
"female",1758,59,0.0374830670065036
"female",1758,60,0.0411496806371662
"female",1758,61,0.0484548888097555
"female",1758,62,0.055451145193392
"female",1758,63,0.0602316971926645
"female",1758,64,0.0620243452651281
"female",1758,65,0.0619898541467238
"female",1758,66,0.0610720600889207
"female",1758,67,0.0624739706310303
"female",1758,68,0.0671594363571527
"female",1758,69,0.0770507111314487
"female",1758,70,0.0906147191664609
"female",1758,71,0.107650775902584
"female",1758,72,0.124167093798052
"female",1758,73,0.136079914058903
