Iceland, Life expectancy at birth (cohort, 1x10)     Last modified: 15-Nov-2011, MPv5 (May07)

  Year        Female   Male    Total
1838-1839      33.78   32.06   32.06
1840-1849      37.53   34.30   34.30
1850-1859      39.23   36.65   36.65
1860-1869      41.41   38.39   38.39
1870-1879      45.45   42.59   42.59
1880-1889      48.14   45.69   45.69
1890-1899      57.54   55.27   55.27
1900-1909      60.56   57.72   57.72
1910-1919      67.47   63.87   63.87
