country,year,age,sex,death_count,population_count,death_rate,cohort_size,cumulative_deaths
rwe,1950,0,female,39314.74,1077373.55,0.0364912801135688,50000,0
rwe,1950,1,female,3824.41,1094803.08,0.00349324008112948,48175.4359943216,1824.56400567844
rwe,1950,2,female,1736.64,1119511.9,0.00155124746775805,48007.1476303803,1992.85236961969
rwe,1950,3,female,1283.1,1089249.75,0.0011779667610665,47932.6766641844,2067.32333581561
rwe,1950,4,female,884.06,908555.63,0.000973038932134513,47876.213564305,2123.78643569496
rwe,1950,5,female,663.73,900188.74,0.000737323152920131,47829.6281445838,2170.37185541622
rwe,1950,6,female,550.4,883136.44,0.000623233257139746,47794.3622523572,2205.63774764278
rwe,1950,7,female,438.24,820979.4,0.000533801457137658,47764.5752162978,2235.42478370223
rwe,1950,8,female,385.27,771509.65,0.000499371589195287,47739.0784164477,2260.92158355226
rwe,1950,9,female,332,791356.06,0.000419533022846884,47715.2388769922,2284.7611230078
rwe,1950,10,female,393.85,824400.74,0.000477740958844845,47695.2207585903,2304.77924140972
rwe,1950,11,female,331.5,817858.2,0.000405326987000925,47672.4347980927,2327.56520190725
rwe,1950,12,female,369.95,804068.59,0.000460097564562247,47653.111873733,2346.88812626696
rwe,1950,13,female,433.68,807386.95,0.000537140215109992,47631.1867930161,2368.81320698388
rwe,1950,14,female,404.16,807114.46,0.000500746820965145,47605.6021670962,2394.39783290382
rwe,1950,15,female,545.34,818323.14,0.000666411559619346,47581.7638131509,2418.23618684913
rwe,1950,16,female,574.38,819088.54,0.000701242871741314,47550.0547757187,2449.94522428129
rwe,1950,17,female,680.19,851627.08,0.000798694658699674,47516.7106387563,2483.28936124367
rwe,1950,18,female,751.26,861473.52,0.000872063949220401,47478.7592957702,2521.24070422983
rwe,1950,19,female,930.14,874796,0.00106326503550542,47437.3547814346,2562.64521856538
rwe,1950,20,female,940.89,856050.29,0.00109910598827085,47386.9163007187,2613.08369928135
rwe,1950,21,female,995.55,866268.74,0.00114923920722338,47334.8330572468,2665.16694275316
rwe,1950,22,female,1035.25,868497.28,0.00119200143033263,47280.4340112301,2719.56598876992
rwe,1950,23,female,1103.5,890738.37,0.00123885984612968,47224.0756662619,2775.92433373805
rwe,1950,24,female,1174.75,904677.05,0.00129852967973488,47165.5716551484,2834.42834485158
rwe,1950,25,female,1262.31,911964.7,0.00138416541780619,47104.3257604926,2895.67423950745
rwe,1950,26,female,1296.71,929499.49,0.00139506262666158,47039.1255817458,2960.8744182542
rwe,1950,27,female,1333.21,942758.56,0.00141415846704166,46973.5030556559,3026.49694434413
rwe,1950,28,female,1503.83,978895.34,0.00153625207777575,46907.0750785831,3092.92492141689
rwe,1950,29,female,1529.53,983673.12,0.00155491694232735,46835.0139870313,3164.98601296874
