country,birth_cohort,age,sex,death_count,population_count,death_rate,cohort_size,cumulative_deaths
rwe,1930,0,female,55539.76,824067.94,0.0673970643731147,50000,0
rwe,1930,1,female,11363.67,810910.1,0.0140134769563235,46630.1467813443,3369.85321865573
rwe,1930,2,female,4470.14,803347.63,0.00556439059887436,45976.6962939539,4023.30370604608
rwe,1930,3,female,2930.05,799687.74,0.0036639926479303,45720.8639973285,4279.13600267146
rwe,1930,4,female,2360.04,793852.65,0.00297289427704247,45553.3430877853,4446.65691221469
rwe,1930,5,female,1795.03,791589.43,0.00226762755030723,45417.9178148195,4582.08218518052
rwe,1930,6,female,1531.03,792540.57,0.00193180016008518,45314.926893105,4685.073106895
rwe,1930,7,female,1173.03,791413.41,0.0014821962645288,45227.3875100787,4772.61248992135
rwe,1930,8,female,1151.07,789223.46,0.00145848426756093,45160.3516452568,4839.64835474319
rwe,1930,9,female,828.03,778950.18,0.00106300764960347,45094.4859828647,4905.51401713531
rwe,1930,10,female,1009.36,772688.335,0.00130629641251152,45046.55019931,4953.44980069003
rwe,1930,11,female,937.08,770915.13,0.00121554236456612,44987.7060523886,5012.29394761141
rwe,1930,12,female,826.08,770320.04,0.00107238544644379,44933.0215897973,5066.97841020274
rwe,1930,13,female,1071.13,767696.91,0.00139525115452139,44884.8360713796,5115.16392862039
rwe,1930,14,female,1347.3,762387.01,0.00176721269162233,44822.2104520305,5177.78954796949
rwe,1930,15,female,1123.85,756712.94,0.00148517349260606,44743.0000728531,5256.99992714688
rwe,1930,16,female,966.24,769454.84,0.00125574621117465,44676.5489551652,5323.45104483475
rwe,1930,17,female,1098.14,829219.87,0.00132430497595288,44620.4465480864,5379.55345191355
rwe,1930,18,female,1029.18,822612.5,0.00125111155009193,44561.3554686936,5438.64453130643
rwe,1930,19,female,971.13,821850.5,0.00118163826632703,44505.6042421789,5494.39575782106
rwe,1930,20,female,930.08,845516.46,0.00110001406714187,44453.0147171404,5546.98528285963
rwe,1930,21,female,885.58,850190.21,0.00104162573219939,44404.1157756247,5595.88422437535
rwe,1930,22,female,777.6,852127.55,0.000912539443185471,44357.8633060172,5642.13669398279
rwe,1930,23,female,723.56,850638.99,0.000850607612049384,44317.385006135,5682.61499386496
rwe,1930,24,female,720.54,849592.43,0.000848100776980793,44279.6883011027,5720.31169889731
rwe,1930,25,female,715.04,847606.4,0.000843599104490009,44242.1346630501,5757.86533694994
rwe,1930,26,female,1198,1348208.51,0.000888586588138358,44204.8120378676,5795.18796213241
rwe,1930,27,female,1196.5,1344056.61,0.000890215479837564,44165.5322347596,5834.46776524044
rwe,1930,28,female,1159.5,1338164.82,0.000866485191263659,44126.2153942889,5873.78460571109
rwe,1930,29,female,1222,1339580.59,0.000912225818380961,44087.9806821032,5912.01931789675
rwe,1930,30,female,1222,1342690.38,0.000910113022482518,44047.7624878448,5952.23751215525
rwe,1930,31,female,1270.52,1342032.75,0.000946713111136818,44007.6740455933,5992.32595440665
rwe,1930,32,female,1462.02,1349796.24,0.00108314125989861,43966.0114035837,6033.98859641625
rwe,1930,33,female,1412.02,1358842.28,0.00103913457859142,43918.3900025993,6081.60999740065
rwe,1930,34,female,1483.52,1360655.84,0.00109029774935593,43872.7528849116,6127.24711508842
rwe,1930,35,female,1601.52,1360475.93,0.00117717628418461,43824.9185211831,6175.08147881688
rwe,1930,36,female,1728,1361562.02,0.00126913058282868,43773.3288664437,6226.67113355634
rwe,1930,37,female,1852.02,1361115.38,0.00136066348761705,43717.774796067,6282.22520393296
rwe,1930,38,female,2017.04,1359347.74,0.00148382929595337,43658.2896161422,6341.71038385784
rwe,1930,39,female,2261.04,1359529.75,0.00166310446682024,43593.5081669985,6406.49183300149
rwe,1930,40,female,2400.03,1360761.69,0.00176374012998558,43521.0076088416,6478.99239115839
rwe,1930,41,female,2564.51,1357248.13,0.00188949238043894,43444.2478612245,6555.75213877551
rwe,1930,42,female,2827.54,1356478.91,0.0020844702996525,43362.1602859168,6637.83971408319
rwe,1930,43,female,2996.58,1355031.94,0.00221144602687373,43271.773150672,6728.22684932796
rwe,1930,44,female,3184.09,1353147.05,0.00235309976103484,43176.0799598622,6823.9200401378
rwe,1930,45,female,3450.55,1349760.25,0.00255641696367929,43074.4823364262,6925.51766357377
rwe,1930,46,female,3739.6,1345598.18,0.00277913574466933,42964.3659990797,7035.6340009203
rwe,1930,47,female,3996.63,1341343,0.00297957345734834,42844.9621937846,7155.0378062154
rwe,1930,48,female,4412.05,1337502.94,0.00329872172094067,42717.3024816509,7282.6975183491
rwe,1930,49,female,4618.57,1333468.56,0.00346357622409935,42576.3899880947,7423.61001190532
rwe,1930,50,female,4873.13,1329356.56,0.00366578098505039,42428.9234160239,7571.07658397606
rwe,1930,51,female,5232.07,1324712.33,0.00394958956862733,42273.3882753493,7726.61172465068
rwe,1930,52,female,5521.02,1319560.69,0.0041839833831364,42106.4257419865,7893.57425801353
rwe,1930,53,female,6058,1314139.61,0.00460986028721865,41930.2531563587,8069.74684364127
rwe,1930,54,female,6021,1307824.28,0.004603829499174,41736.9605475002,8263.03945249979
rwe,1930,55,female,6588,1301582.8,0.0050615297006076,41544.8106973258,8455.18930267423
rwe,1930,56,female,7056,1295457.52,0.00544672433566174,41334.5304040751,8665.46959592486
rwe,1930,57,female,7325,1288667,0.00568416821413135,41109.3926114201,8890.60738857989
