country,birth_cohort,age,sex,death_count,population_count,death_rate,cohort_size,cumulative_deaths
ruk,1930,8,male,452.58,303192.71,0.00149271399038585,44545.3361938936,5454.66380610638
ruk,1930,9,male,356.88,300639.87,0.0011870681024443,44478.8427473506,5521.15725264944
ruk,1930,10,male,447.88,300962.9,0.00148815684591024,44426.0433318915,5573.95666810845
ruk,1930,11,male,456.53,302908,0.00150715728868171,44359.9304113705,5640.06958862951
ruk,1930,12,male,335.42,303006.71,0.00110697218553345,44293.0730189256,5706.92698107442
ruk,1930,13,male,341.3,301209.11,0.00113309985876589,44244.0418190818,5755.95818091818
ruk,1930,14,male,400.34,296942.57,0.00134820682666012,44193.9089015454,5806.09109845461
ruk,1930,15,male,369.81,291429.5,0.00126895183912404,44134.3263718675,5865.67362813246
ruk,1930,16,male,392.81,275367.63,0.00142649301226873,44078.3220372495,5921.67796275055
ruk,1930,17,male,411.48,240438.72,0.001711371612692,44015.4446188708,5984.55538112921
ruk,1930,18,male,312.22,226081.46,0.0013810066513194,43940.11783643,6059.88216356996
ruk,1930,19,male,307.02,239961.77,0.00127945380632923,43879.4362414382,6120.56375856183
ruk,1930,20,male,378.37,271171.79,0.00139531475600762,43823.2945297195,6176.70547028052
ruk,1930,21,male,374.13,292150.91,0.00128060528717847,43762.1472402053,6237.8527597947
ruk,1930,22,male,384.97,291899.57,0.00131884401200043,43706.1052030712,6293.89479692879
ruk,1930,23,male,377.11,293409.97,0.00128526648225348,43648.4636679363,6351.53633206373
ruk,1930,24,male,302.72,294944.95,0.0010263610209295,43592.363760582,6407.63623941798
ruk,1930,25,male,358.96,296522.28,0.00121056670682554,43547.622257608,6452.37774239202
ruk,1930,26,male,320.04,298077.04,0.00107368215948468,43494.9049559415,6505.09504405849
ruk,1930,27,male,317.94,299654.19,0.00106102304125966,43448.2052524618,6551.79474753817
ruk,1930,28,male,344.2,301216.44,0.00114269991372317,43402.1057055876,6597.89429441241
ruk,1930,29,male,333.77,302775.47,0.00110236803529691,43352.5101231424,6647.48987685759
ruk,1930,30,male,323.46,304345.64,0.00106280477683203,43304.7197017328,6695.28029826723
ruk,1930,31,male,344.28,305909.23,0.00112543188056143,43258.6952387744,6741.30476122561
ruk,1930,32,male,364.74,307200.76,0.00118730175016494,43210.0105240412,6789.98947595881
ruk,1930,33,male,394,308370.57,0.00127768353510518,43158.7072029214,6841.29279707865
ruk,1930,34,male,428.59,308027.64,0.00139140110932902,43103.5640333318,6896.43596666824
ruk,1930,35,male,476.42,308033.02,0.00154665236863243,43043.5896865197,6956.41031348026
ruk,1930,36,male,508.48,307588.09,0.0016531199241167,42977.0162165766,7022.98378342335
ruk,1930,37,male,491.71,306790.62,0.00160275434757425,42905.9700547899,7094.02994521006
ruk,1930,38,male,586,304942.69,0.0019216725608343,42837.2023247477,7162.79767525227
ruk,1930,39,male,615,302993.7,0.00202974517291944,42754.8832484574,7245.11675154264
ruk,1930,40,male,715,301889.87,0.0023684133555061,42668.1017305651,7331.89826943493
ruk,1930,41,male,796,301183.93,0.00264290329168625,42567.0460285723,7432.9539714277
ruk,1930,42,male,854,300284.38,0.00284397077197289,42454.545442506,7545.45455749397
ruk,1930,43,male,962,299216.16,0.00321506699370783,42333.8059561301,7666.19404386985
ruk,1930,44,male,1072,298138.5,0.00359564430625364,42197.6999338826,7802.30006611744
ruk,1930,45,male,1134,296662.5,0.00382252559726962,42045.9720143783,7954.0279856217
ruk,1930,46,male,1247,295433.9,0.00422091032884175,41885.2502100913,8114.74978990875
ruk,1930,47,male,1445,293953.31,0.00491574665377981,41708.4563248534,8291.54367514664
ruk,1930,48,male,1523,292258.82,0.00521113443214477,41503.4281202401,8496.57187975986
ruk,1930,49,male,1658,290508.38,0.00570723639710496,41287.1481769107,8712.85182308929
ruk,1930,50,male,1891,288710.92,0.00654980421246276,41051.5126621028,8948.48733789722
ruk,1930,51,male,1920,286865.34,0.00669303583346807,40782.6332915406,9217.36670845943
ruk,1930,52,male,2147,284979,0.00753388846195685,40509.6736655371,9490.32633446289
ruk,1930,53,male,2271,282465.5,0.00803991991942379,40204.4783025107,9795.52169748932
ruk,1930,54,male,2495,280101.5,0.00890748532228496,39881.2375165563,10118.7624834437
ruk,1930,55,male,2657,277668,0.00956898166155264,39525.995978743,10474.004021257
ruk,1930,56,male,2992,274837,0.010886452697417,39147.7724480678,10852.2275519322
ruk,1930,57,male,3304,271612,0.0121644109980413,38721.5920751027,11278.4079248973
ruk,1930,58,male,3288,267964,0.0122703049663388,38250.5667146026,11749.4332853974
ruk,1930,59,male,3560,264450.5,0.0134618766082878,37781.2205958792,12218.7794041208
ruk,1930,60,male,3851,260783.5,0.0147670385588045,37272.6144661069,12727.3855338931
ruk,1930,61,male,4084,256791.5,0.0159039532071739,36722.2083310985,13277.7916689015
ruk,1930,62,male,4357,252491.5,0.017256026440494,36138.1800481366,13861.8199518634
ruk,1930,63,male,4692,247916,0.0189257651785282,35514.5786577146,14485.4213422854
ruk,1930,64,male,4920,243138,0.0202354218591911,34842.4380816243,15157.5619183757
ruk,1930,65,male,5249,238047,0.022050267384172,34137.3866484399,15862.6133515601
ruk,1930,66,male,5427,232717,0.0233201699918785,33384.648145045,16615.351854955
ruk,1930,67,male,5813,227052,0.0256020647252612,32606.1124751835,17393.8875248165
ruk,1930,68,male,6007,221185,0.0271582611840767,31771.3286731547,18228.6713268453
ruk,1930,69,male,6410,215077.5,0.0298032104706443,30908.474630884,19091.525369116
ruk,1930,70,male,6358,208618.5,0.0304766835156038,29987.3028561332,20012.6971438668
ruk,1930,71,male,6645,202097,0.0328802505727448,29073.3893175002,20926.6106824998
ruk,1930,72,male,6943,195310,0.0355486150222723,28117.4489917419,21882.5510082581
ruk,1930,73,male,7232,187953.5,0.0384776021728779,27117.9126221261,22882.0873778739
ruk,1930,74,male,7131,180301.5,0.0395504197136463,26074.480368493,23925.519631507
ruk,1930,75,male,7250,172786.5,0.0419592965885645,25043.2237261039,24956.7762738961
ruk,1930,76,male,7549,164990,0.0457542881386751,23992.4276742465,26007.5723257535
ruk,1930,77,male,7796,157205,0.0495912979867053,22894.6712252927,27105.3287747073
ruk,1930,78,male,8007,149251.5,0.0536477020331454,21759.2947622516,28240.7052377484
ruk,1930,79,male,8022,141062,0.0568686109653911,20591.9586003949,29408.0413996051
ruk,1930,80,male,8274,132870,0.0622713930909912,19420.9225177336,30579.0774822664
ruk,1930,81,male,8272,124470.5,0.0664575140294287,18211.5546174422,31788.4453825578
ruk,1931,0,female,18425,313238.06,0.0588210768512613,50000,0
ruk,1931,1,female,4177,304955.36,0.0136970866818016,47058.9461574369,2941.05384256307
ruk,1931,2,female,1734,304715,0.00569056331325993,46414.3756927643,3585.62430723571
ruk,1931,3,female,1333,299547.16,0.00445005053628283,46150.2517492392,3849.74825076081
ruk,1931,4,female,871,297938.71,0.00292342005508448,45944.8807966929,4055.1192033071
ruk,1931,5,female,802.78,299576.47,0.00267971646771858,45810.5646107434,4189.43538925661
ruk,1931,6,female,624.62,299643.33,0.002084544982196,45687.8052863605,4312.19471363951
ruk,1931,7,female,511.02,298441.23,0.00171229692358526,45592.5670011033,4407.43299889674
ruk,1931,8,female,309.19,296148.46,0.00104403716973575,45514.4989888889,4485.50101111108
ruk,1931,9,female,387.73,295673.88,0.00131134343013323,45466.9801601826,4533.01983981738
ruk,1931,10,female,356.89,297048.18,0.00120145492896136,45407.3573344616,4592.64266553843
ruk,1931,11,female,238.1,298091.98,0.000798746749241627,45352.802441181,4647.19755881903
ruk,1931,12,female,282.34,298248.4,0.000946660568841274,45316.5770376621,4683.42296233792
ruk,1931,13,female,281.66,295714.2,0.000952473706031026,45273.6776210657,4726.32237893433
ruk,1931,14,female,281.05,291229.13,0.000965047692859571,45230.5556335563,4769.44436644372
ruk,1931,15,female,280.15,294044.45,0.000952747110173309,45186.9059901954,4813.09400980464
ruk,1931,16,female,289.27,297272.81,0.000973079239907612,45143.8542960955,4856.14570390448
ruk,1931,17,female,319.55,294675.09,0.00108441470230823,45099.9257486706,4900.07425132942
ruk,1931,18,female,315.87,294331.85,0.00107317641634774,45051.0187261157,4948.9812738843
ruk,1931,19,female,301.56,297515.63,0.00101359380681949,45002.6710352864,4997.3289647136
ruk,1931,20,female,221.75,301364.87,0.000735819009030482,44957.0566066347,5042.94339336531
ruk,1931,21,female,210.09,308736.49,0.000680483217257539,44923.9763497935,5076.02365020653
ruk,1931,22,female,213.23,308206.4,0.000691841571103001,44893.406337835,5106.59366216504
ruk,1931,23,female,213.08,307678.67,0.00069254069513496,44862.347213062,5137.65278693797
ruk,1931,24,female,203.4,307156.3,0.000662203575183058,44831.2782119377,5168.72178806229
ruk,1931,25,female,173.27,306633.9,0.000565071246199458,44801.5907792257,5198.40922077427
ruk,1931,26,female,220.26,306146.9,0.000719458534448658,44776.2746884924,5223.7253115076
ruk,1931,27,female,193.71,305634.31,0.000633796644100592,44744.0600155269,5255.93998447306
ruk,1931,28,female,196.08,305127.48,0.000642616653209996,44715.7013804457,5284.29861955433
ruk,1931,29,female,225.3,304609.83,0.000739634699247887,44686.9663260786,5313.03367392137
ruk,1931,30,female,227.02,304083.05,0.000746572359097293,44653.9142951797,5346.08570482026
ruk,1931,31,female,256.18,304583.59,0.000841082738567761,44620.5769170415,5379.42308295854
ruk,1931,32,female,292.3,305524.76,0.00095671460473449,44583.0473200116,5416.9526799884
ruk,1931,33,female,271.44,304860.12,0.000890375559781319,44540.394067517,5459.60593248302
ruk,1931,34,female,282.24,304596.64,0.000926602473356239,44500.7363892162,5499.26361078377
ruk,1931,35,female,320.91,304731.22,0.00105309196740656,44459.5018968118,5540.49810318819
ruk,1931,36,female,337.58,303378.71,0.0011127346411355,44412.6819524894,5587.31804751062
ruk,1931,37,female,364,302568.58,0.00120303304460761,44363.2624227751,5636.73757722489
ruk,1931,38,female,409,302653.44,0.00135138064183245,44309.8919521139,5690.10804788608
ruk,1931,39,female,443,302434.73,0.00146477886319471,44250.0124218881,5749.98757811186
ruk,1931,40,female,509,301017.53,0.00169093142183447,44185.1959389965,5814.80406100355
ruk,1931,41,female,526,300564.54,0.00175004010785837,44110.4818028033,5889.51819719671
ruk,1931,42,female,629,300001.76,0.00209665436629438,44033.2866904714,5966.71330952858
ruk,1931,43,female,621,299331.93,0.0020746199712139,43940.9641076696,6059.03589233044
ruk,1931,44,female,705,298407.5,0.00236254115596961,43849.8033059774,6150.19669402261
ruk,1931,45,female,754,297384.97,0.00253543412096449,43746.2063409858,6253.79365901415
ruk,1931,46,female,802,296412.56,0.00270568831496209,43635.2907167662,6364.70928323384
ruk,1931,47,female,902,295683.12,0.00305056304871242,43517.2272205538,6482.77277944617
ruk,1931,48,female,1014,294903.28,0.00343841546964144,43384.4751752124,6615.52482478762
ruk,1931,49,female,1050,294068.32,0.00357059883227136,43235.3013246277,6764.69867537234
ruk,1931,50,female,1133,292886.34,0.0038683948182766,43080.925408205,6919.07459179495
ruk,1931,51,female,1125,291664,0.00385717812277141,42914.2713795894,7085.72862041061
ruk,1931,52,female,1304,290401.5,0.00449033493284298,42748.7433908694,7251.25660913064
ruk,1931,53,female,1348,289201.5,0.00466110998732717,42556.7872150862,7443.21278491381
ruk,1931,54,female,1489,287886,0.00517218621259804,42358.4253491694,7641.5746508306
ruk,1931,55,female,1586,286581,0.00553421196799509,42139.3396855911,7860.66031440895
ruk,1931,56,female,1762,285018,0.00618206569409651,41906.1316475796,8093.86835242035
ruk,1931,57,female,1835,283187,0.00647981722324824,41647.0651887489,8352.93481125114
ruk,1931,58,female,1839,281355.5,0.00653621485984813,41377.1998184411,8622.80018155894
ruk,1931,59,female,2110,279338,0.00755357309066436,41106.7495501289,8893.25044987114
ruk,1931,60,female,2358,277100,0.00850956333453627,40796.2467128823,9203.75328711767
ruk,1931,61,female,2448,274789.5,0.00890863733876294,40449.0884676677,9550.91153233231
ruk,1931,62,female,2692,272170,0.00989087702538854,40088.7422078257,9911.25779217429
ruk,1931,63,female,2808,269461.5,0.0104207836741056,39692.2293885456,10307.7706114544
ruk,1931,64,female,2970,266580,0.0111411208642809,39278.6052525446,10721.3947474554
ruk,1931,65,female,3185,263487.5,0.0120878599554059,38840.9975640456,11159.0024359544
ruk,1931,66,female,3478,260144,0.0133695184205671,38371.4930249632,11628.5069750368
ruk,1931,67,female,3716,256582,0.014482699487883,37858.4846421413,12141.5153578587
ruk,1931,68,female,3812,252901,0.0150730918422624,37310.1915860025,12689.8084139975
ruk,1931,69,female,4110,249081.5,0.0165006232899673,36747.8116415743,13252.1883584257
ruk,1931,70,female,4342,244854,0.0177330164097789,36141.449844946,13858.550155054
ruk,1931,71,female,4708,240241.5,0.0195969472385079,35500.5529217724,14499.4470782276
ruk,1931,72,female,5018,235334,0.0213228857708618,34804.8504592265,15195.1495407735
ruk,1931,73,female,5178,230080.5,0.0225051666699264,34062.7106086125,15937.2893913875
ruk,1931,74,female,5480,224478.5,0.0244121374652806,33296.1236291362,16703.8763708638
ruk,1931,75,female,5823,218406.5,0.0266612944211825,32483.2940820408,17516.7059179592
ruk,1931,76,female,6192,211961,0.029212921244946,31617.2474147496,18382.7525852504
ruk,1931,77,female,6548,205480,0.0318668483550711,30693.6152560406,19306.3847439594
ruk,1931,78,female,6686,198593,0.0336668462634635,29715.5064732074,20284.4935267926
ruk,1931,79,female,7267,191430,0.0379616570025597,28715.079085133,21284.920914867
ruk,1931,80,female,7587,183812.5,0.0412757565453927,27625.0071021018,22374.9928978982
ruk,1931,0,male,25399,322480.61,0.078761324595609,50000,0
ruk,1931,1,male,4746,311561.77,0.0152329343872966,46061.9337702195,3938.06622978045
ruk,1931,2,male,1949,311869.53,0.00624940820605335,45360.2753553458,4639.72464465421
ruk,1931,3,male,1412,305899.95,0.00461588829942601,45076.8004783112,4923.19952168875
ruk,1931,4,male,981,303971.48,0.00322727645369888,44868.7310024078,5131.26899759215
ruk,1931,5,male,929.19,305672.37,0.00303982332456152,44723.9272033364,5276.07279666357
ruk,1931,6,male,686.27,305728.17,0.00224470646587784,44587.9743662577,5412.02563374227
ruk,1931,7,male,550.46,303673.99,0.00181266759132055,44487.8874518974,5512.1125481026
ruk,1931,8,male,426.12,300677.62,0.0014171989255469,44407.245700107,5592.75429989298
ruk,1931,9,male,466.73,299749.21,0.00155706832388316,44344.3117992143,5655.68820078567
ruk,1931,10,male,444.04,300947.85,0.00147547158087356,44275.2646759674,5724.73532403263
ruk,1931,11,male,329.87,301927.4,0.00109254741371601,44209.9377812023,5790.06221879767
ruk,1931,12,male,314.67,301654.64,0.00104314655992031,44161.6363280189,5838.36367198107
ruk,1931,13,male,385.27,298710.33,0.00128977795980474,44115.5692690029,5884.43073099709
ruk,1931,14,male,353.58,293539.93,0.00120453799931069,44058.6699800755,5941.33001992449
ruk,1931,15,male,358.11,283842.27,0.00126165140942538,44005.5996378854,5994.40036211458
ruk,1931,16,male,392.83,255480.54,0.0015376122189189,43950.0799110797,6049.92008892033
ruk,1931,17,male,385.58,232592.21,0.00165775113448554,43882.5017311859,6117.49826881407
ruk,1931,18,male,312.29,233653.33,0.0013365527467552,43809.755464157,6190.244535843
ruk,1931,19,male,334.08,262665.34,0.00127188459657449,43751.2014151567,6248.79858484329
ruk,1931,20,male,385.07,287540.29,0.00133918624064822,43695.5549359951,6304.44506400486
ruk,1931,21,male,372.36,285102.81,0.00130605517357054,43637.0384500474,6362.96154995263
ruk,1931,22,male,340.06,287686.66,0.00118204994280931,43580.0460702204,6419.95392977961
ruk,1931,23,male,348.51,290290.31,0.0012005567805553,43528.5322792555,6471.46772074455
ruk,1931,24,male,337.59,292928.49,0.00115246557274098,43476.27380468,6523.72619532003
ruk,1931,25,male,314.6,295541.09,0.00106448819011935,43426.168895889,6573.83110411098
ruk,1931,26,male,338.72,298186.71,0.00113593258398404,43379.9422519572,6620.05774804279
ruk,1931,27,male,336.96,300821.85,0.00112013140002962,43330.6655620619,6669.33443793813
ruk,1931,28,male,307.33,303444.05,0.0010128061499311,43282.1295229816,6717.87047701838
ruk,1931,29,male,332.53,306085.94,0.00108639423293994,43238.2931160186,6761.70688398137
ruk,1931,30,male,385.1,308722.77,0.00124739746277866,43191.3192837352,6808.68071626477
ruk,1931,31,male,336.73,310052.75,0.00108604100431298,43137.4425416466,6862.55745835337
ruk,1931,32,male,394.24,310826.53,0.00126836020078466,43090.5935102252,6909.40648977479
ruk,1931,33,male,404.69,310035.41,0.00130530251367094,43035.9391163887,6964.06088361135
ruk,1931,34,male,424.6,309241.28,0.00137303790748764,42979.7641968818,7020.23580311816
ruk,1931,35,male,482.8,309747.39,0.00155868948564829,42920.7513513846,7079.24864861536
ruk,1931,36,male,481.37,309058.79,0.0015575353802427,42853.8512275371,7146.14877246288
ruk,1931,37,male,491,307040.06,0.00159913986468085,42787.1048380706,7212.89516192943
ruk,1931,38,male,568,304824.78,0.00186336557021381,42718.6822730297,7281.31772697027
ruk,1931,39,male,582,303351.53,0.00191856622579092,42639.0817512773,7360.91824872274
ruk,1931,40,male,702,301576.92,0.00232776433952572,42557.2758491305,7442.72415086947
ruk,1931,41,male,753,301424.42,0.00249813867104729,42458.2125400216,7541.78745997844
ruk,1931,42,male,871,300962.54,0.00289404787718764,42352.1460373718,7647.85396262821
ruk,1931,43,male,974,299747.11,0.00324940580744882,42229.576899038,7770.42310096201
ruk,1931,44,male,1032,298367.74,0.00345881897285544,42092.3558666161,7907.64413338385
ruk,1931,45,male,1090,297143.43,0.00366826215878305,41946.7660275325,8053.23397246749
ruk,1931,46,male,1232,295664.02,0.00416689186597679,41792.8942930304,8207.10570696961
ruk,1931,47,male,1428,294282.5,0.00485248018485639,41618.7478217451,8381.25217825486
ruk,1931,48,male,1542,292786,0.00526664526309318,41416.7936726216,8583.20632737842
ruk,1931,49,male,1653,291190.01,0.00567670573588702,41198.6661124132,8801.33388758684
ruk,1931,50,male,1832,289298.63,0.00633255677705767,40964.7934081819,9035.20659181807
ruk,1931,51,male,1886,287526.5,0.00655939539485926,40705.3815280642,9294.61847193582
ruk,1931,52,male,2041,285692,0.00714405723646444,40438.378835923,9561.621164077
ruk,1931,53,male,2256,283419,0.00795994622802282,40149.4847429693,9850.51525703067
ruk,1931,54,male,2536,281272.5,0.00901616759548125,39829.8970033325,10170.1029966675
ruk,1931,55,male,2549,278846,0.00914124642275665,39470.7839766397,10529.2160233603
ruk,1931,56,male,2858,275991,0.0103554101401857,39109.9718138098,10890.0281861902
ruk,1931,57,male,3043,272881.5,0.0111513605722631,38704.9720151067,11295.0279848933
ruk,1931,58,male,3226,269720,0.011960551683227,38273.3589162269,11726.6410837731
ruk,1931,59,male,3368,266448,0.0126403650993815,37815.5884288187,12184.4115711813
ruk,1931,60,male,3669,262952.5,0.0139530903870471,37337.5855846305,12662.4144153695
ruk,1931,61,male,3947,258983.5,0.0152403531499111,36816.610878134,13183.389121866
ruk,1931,62,male,4265,254641.5,0.0167490373721487,36255.5127265684,13744.4872734316
ruk,1931,63,male,4374,250078,0.0174905429505994,35648.2677889647,14351.7322110353
ruk,1931,64,male,4871,245423.5,0.0198473251339012,35024.7602300873,14975.2397699127
ruk,1931,65,male,5119,240425.5,0.0212914187554981,34329.6124260639,15670.3875739361
ruk,1931,66,male,5172,235181.5,0.0219915256939853,33598.6862721866,16401.3137278134
ruk,1931,67,male,5611,229650,0.0244328325713042,32859.7998997476,17140.2001002524
ruk,1931,68,male,5875,223945.5,0.0262340614122633,32056.9419104705,17943.0580895295
ruk,1931,69,male,6020,217868,0.027631409844493,31215.9581277019,18784.0418722981
ruk,1931,70,male,6202,211643.5,0.0293039946891825,30353.4171949868,19646.5828050132
ruk,1931,71,male,6568,205134.5,0.0320180174470896,29463.9408187064,20536.0591812936
ruk,1931,72,male,6703,198130.5,0.0338312374924608,28520.563847513,21479.436152487
ruk,1931,73,male,6794,190839,0.0356006895865101,27555.6778785689,22444.3221214311
