country,year,age,sex,death_count,population_count,death_rate,cohort_size,cumulative_deaths
ruk,1950,70,female,6798.43,181607.91,0.0374346579947977,33410.4056921322,16589.5943078678
ruk,1950,71,female,6828.23,175016.94,0.0390146805217826,32159.6985815798,17840.3014184202
ruk,1950,72,female,7706.84,168114.25,0.0458428717375237,30904.9982157426,19095.0017842574
ruk,1950,73,female,8232.24,157039.15,0.0524215776766494,29488.2243464899,20511.7756535101
ruk,1950,74,female,8475.42,143448.28,0.0590834550264388,27942.4051033639,22057.5948966361
ruk,1950,75,female,8859.14,130017.44,0.0681380897824169,26291.4712681088,23708.5287318912
ruk,1950,76,female,8996.26,119566.25,0.0752407974658401,24500.0206383306,25499.9793616694
ruk,1950,77,female,8485.51,110583.22,0.0767341555074992,22656.619547573,27343.380452427
ruk,1950,78,female,8728.87,98458.52,0.0886553037766564,20918.0829799353,29081.9170200647
ruk,1950,79,female,8504.37,82766.89,0.102750870547389,19063.5839789238,30936.4160210762
ruk,1950,80,female,8116.58,75693.51,0.107229536587747,17104.7841293362,32895.2158706638
ruk,1950,81,female,7592.8,67061.63,0.113221226504635,15270.646053714,34729.353946286
ruk,1950,82,female,7555.63,58107.87,0.130027653741223,13541.6847779943,36458.3152220057
ruk,1950,83,female,7399.05,48753.98,0.151762994528857,11780.8912786085,38219.1087213915
ruk,1950,84,female,6439.07,40319.99,0.159699196353967,9992.98793994798,40007.012060052
ruk,1950,85,female,5825.51,33360.91,0.174620836182226,8397.1157967634,41602.8842032366
ruk,1950,86,female,5452.65,27038.2,0.201664681820535,6930.80441481359,43069.1955851864
ruk,1950,87,female,4492.3,21264.18,0.211261379465373,5533.10594773984,44466.8940522602
ruk,1950,88,female,3680.46,16548.04,0.222410629899372,4364.17435249226,45635.8256475077
ruk,1950,89,female,3185.14,12759.03,0.249638099447999,3393.53558576378,46606.4644142362
ruk,1950,90,female,2563.57,9470.53,0.270689180014213,2546.37981172456,47453.6201882754
ruk,1950,91,female,1920.73,6673.45,0.287816646562123,1857.10234848409,48142.8976515159
ruk,1950,92,female,1520.85,4895.94,0.310634934251645,1322.59737822076,48677.4026217792
ruk,1950,93,female,1135.92,3453.13,0.328953731831701,911.752428595754,49088.2475714042
ruk,1950,94,female,860.95,2389.63,0.360285902001565,611.828064702564,49388.1719352974
ruk,1950,95,female,577.16,1551.31,0.37204685072616,391.395038541329,49608.6049614587
ruk,1950,96,female,397.82,939.45,0.42346053541966,245.777747062183,49754.2222529378
ruk,1950,97,female,273.32,603.46,0.452921486096842,141.700570696993,49858.299429303
ruk,1950,98,female,156.6,359.58,0.435508092774904,77.5213376361405,49922.4786623639
ruk,1950,99,female,102.77,205.27,0.500657670385346,43.7601677328656,49956.2398322671
ruk,1950,100,female,63.49,109.81,0.57818049357982,21.8513041000571,49978.1486958999
ruk,1950,101,female,34.55,62.35,0.554129911788292,9.21730631012335,49990.7826936899
ruk,1950,102,female,20.96,30.8,0.680519480519481,4.10972117756903,49995.8902788224
ruk,1950,103,female,7.33,14.85,0.493602693602694,1.31297585672985,49998.6870241433
ruk,1950,104,female,5,7.71,0.648508430609598,0.66488743721269,49999.3351125628
ruk,1950,105,female,2,3.94,0.50761421319797,0.233702328773851,49999.7662976712
ruk,1950,106,female,1,3,0.333333333333333,0.115071705030779,49999.884928295
ruk,1950,107,female,2,1.93,1.03626943005181,0.0767144700205196,49999.92328553
ruk,1950,108,female,0,0.47,0,-0.00278239010437119,50000.0027823901
ruk,1950,109,female,0,0,NaN,-0.00278239010437119,50000.0027823901
ruk,1950,110,female,0,0,NaN,NaN,NaN
ruk,1950,0,male,12712,382709.59,0.0332157864139229,50000,0
ruk,1950,1,male,916,403905.94,0.00226785473865524,48339.2106793039,1660.78932069615
ruk,1950,2,male,619,424701.75,0.00145749340566645,48229.5843713019,1770.41562869806
ruk,1950,3,male,471,401121.26,0.00117420851739447,48159.2900701227,1840.70992987727
ruk,1950,4,male,319,364131.45,0.000876057258992597,48102.7410215307,1897.25897846928
ruk,1950,5,male,348.45,355676.58,0.000979682159561925,48060.6002660814,1939.39973391863
ruk,1950,6,male,278.28,343770.08,0.000809494531926688,48013.5161534229,1986.48384657715
ruk,1950,7,male,237.45,317644.1,0.000747534740925457,47974.6494746381,2025.35052536192
ruk,1950,8,male,225.98,296112.32,0.000763156359046459,47938.7867574721,2061.21324252793
ruk,1950,9,male,139.86,294137.5,0.00047549190429646,47902.2019675131,2097.79803248686
ruk,1950,10,male,154.09,305157.43,0.000504952476497131,47879.4248582796,2120.57514172039
ruk,1950,11,male,174.68,309961.81,0.000563553297098117,47855.2480241242,2144.75197587584
ruk,1950,12,male,147.63,304972.98,0.000484075671228317,47828.2790413167,2171.72095868328
ruk,1950,13,male,181.95,294819.57,0.000617157131054767,47805.1265350361,2194.87346496389
ruk,1950,14,male,179.64,282404.48,0.000636108888924142,47775.623260294,2224.37673970597
ruk,1950,15,male,222.59,267374.13,0.000832503877618975,47745.2327616643,2254.76723833573
ruk,1950,16,male,258.46,256774.4,0.00100656451733506,47705.4846702524,2294.51532974764
ruk,1950,17,male,274.17,258445.38,0.00106084310735212,47657.466022101,2342.53397789899
ruk,1950,18,male,326.71,261820.89,0.00124783778712233,47606.9089277576,2393.0910722424
ruk,1950,19,male,334.08,262665.34,0.00127188459657449,47547.5032278694,2452.49677213055
ruk,1950,20,male,378.37,271171.79,0.00139531475600762,47487.0282909083,2512.97170909165
ruk,1950,21,male,384.97,283512.55,0.00135785876145518,47420.7689396151,2579.23106038491
ruk,1950,22,male,416,295642.8,0.00140710343698544,47356.3782330355,2643.62176696451
ruk,1950,23,male,452.41,307620.19,0.00147067720099906,47289.7429104606,2710.2570895394
ruk,1950,24,male,503.25,316795.92,0.00158856212542131,47220.1949637211,2779.80503627892
ruk,1950,25,male,487.32,323665.07,0.00150563049636465,47145.1827504467,2854.8172495533
ruk,1950,26,male,554.91,332287.56,0.00166996922785794,47074.1995255409,2925.80047445906
ruk,1950,27,male,561.85,346851.27,0.00161985856358548,46995.5870609072,3004.41293909276
ruk,1950,28,male,577.14,365698.49,0.00157818535154466,46919.4608567559,3080.5391432441
ruk,1950,29,male,626.79,368062.21,0.00170294581451326,46845.4132509294,3154.5867490706
ruk,1950,30,male,712,331344.51,0.00214882087528778,46765.6380505046,3234.36194949541
ruk,1950,31,male,429.6,284379.62,0.00151065677631892,46665.1470712155,3334.85292878449
ruk,1950,32,male,473.8,277273.54,0.00170878187655411,46594.6520505745,3405.34794942554
ruk,1950,33,male,556.6,301488.49,0.00184617329835709,46515.0319536061,3484.9680463939
ruk,1950,34,male,609,324928.11,0.00187426074032191,46429.1571436411,3570.84285635887
ruk,1950,35,male,739.89,339758.14,0.00217769616939862,46342.1367972006,3657.86320279944
ruk,1950,36,male,734.81,345191.18,0.00212870444719938,46241.2177034155,3758.78229658445
ruk,1950,37,male,771.67,346886.26,0.00222456202214524,46142.7838176464,3857.21618235363
ruk,1950,38,male,864.45,347577.42,0.0024870718011544,46040.1363331696,3959.86366683042
ruk,1950,39,male,941.16,349256.6,0.0026947522251548,45925.631208374,4074.36879162595
ruk,1950,40,male,1026.84,351025.32,0.00292525906678185,45801.8730114836,4198.12698851636
ruk,1950,41,male,1136.65,350404.9,0.00324381879362988,45667.8906671812,4332.10933281879
ruk,1950,42,male,1266.63,344855.67,0.00367292786573583,45519.7523051696,4480.24769483043
ruk,1950,43,male,1289.78,338070.28,0.00381512388489163,45352.5615384865,4647.43846151348
ruk,1950,44,male,1415.11,330703.01,0.00427909621989833,45179.53589772,4820.46410227998
ruk,1950,45,male,1646.75,322601.98,0.00510458739279902,44986.2083164433,5013.79168355667
ruk,1950,46,male,1750.26,314800.53,0.00555990169393933,44756.5722846214,5243.42771537862
ruk,1950,47,male,2019.78,308429.54,0.00654859453475176,44507.7301425612,5492.26985743881
ruk,1950,48,male,2164.32,304526.26,0.00710717033072944,44216.2670641954,5783.7329358046
ruk,1950,49,male,2483.88,299162.04,0.00830279135681786,43902.0145227811,6097.98547721886
ruk,1950,50,male,2571.01,283942.25,0.00905469333993092,43537.5052560545,6462.4947439455
ruk,1950,51,male,2454.93,267839.99,0.00916565894435704,43143.2864971753,6856.71350282471
ruk,1950,52,male,2704.23,257666.24,0.0104950885300302,42747.8498474035,7252.1501525965
ruk,1950,53,male,3019.89,250857.13,0.0120382864939896,42299.2073787866,7700.79262121343
ruk,1950,54,male,3169.92,242679.51,0.0130621658169658,41789.9974018921,8210.00259810795
ruk,1950,55,male,3196.05,234282.81,0.0136418459382487,41244.129526338,8755.87047366203
ruk,1950,56,male,3542.18,227588.51,0.0155639667397972,40681.4834654825,9318.5165345175
ruk,1950,57,male,3878.06,223654.34,0.0173395249115219,40048.3182099001,9951.68179009989
ruk,1950,58,male,4251.67,218622.56,0.0194475355150905,39353.899398635,10646.100601365
ruk,1950,59,male,4600.03,210989.08,0.0218022183896911,38588.5630424227,11411.4369575773
ruk,1950,60,male,4699.35,204873.67,0.0229377938121575,37747.2467636275,12252.7532363725
ruk,1950,61,male,4931.57,202730.42,0.0243257523957184,36881.4082003868,13118.5917996132
ruk,1950,62,male,5581.89,195880.11,0.0284964614324548,35984.2401964987,14015.7598035013
ruk,1950,63,male,5981.32,187045.44,0.0319778979909909,34958.816683563,15041.183316437
ruk,1950,64,male,6402.87,179811.96,0.0356086992211197,33840.9072097703,16159.0927902297
ruk,1950,65,male,6615.27,170804.41,0.0387300889947748,32635.8765235678,17364.1234764322
ruk,1950,66,male,6377.48,164151.92,0.0388510838009083,31371.8861213875,18628.1138786125
ruk,1950,67,male,6854.24,162407.57,0.0422039440649226,30153.0543446929,19846.9456553071
ruk,1950,68,male,7255.57,159305.22,0.0455450863443144,28880.4765257429,21119.5234742571
ruk,1950,69,male,7720.43,149300.74,0.0517105943346296,27565.112728713,22434.887271287
ruk,1950,70,male,7537.93,136808.52,0.0550983959186168,26139.7043666102,23860.2956333898
ruk,1950,71,male,7558.36,129758.37,0.0582494986643251,24699.4485862231,25300.5514137769
ruk,1950,72,male,8488.8,123758.34,0.0685917409687299,23260.7180887904,26739.2819112096
ruk,1950,73,male,8598.23,115734.78,0.0742925333249003,21665.2249388974,28334.7750611026
ruk,1950,74,male,8658.68,106080.23,0.0816238803403801,20055.6604931329,29944.3395068671
ruk,1950,75,male,8598.11,95220.22,0.0902971028632364,18418.6396608941,31581.3603391059
ruk,1950,76,male,8364.41,85910.72,0.0973616563800187,16755.4898608335,33244.5101391665
ruk,1950,77,male,8159.55,78075.88,0.104507947909137,15124.1476145241,34875.8523854759
ruk,1950,78,male,7677.55,67661.68,0.113469692150712,13543.5539834554,36456.4460165446
ruk,1950,79,male,7466.39,54388.13,0.137279770420494,12006.7710823261,37993.2289176739
ruk,1950,80,male,6793.26,47668.91,0.142509237152685,10358.484304653,39641.515695347
ruk,1950,81,male,5958.84,40337.13,0.147725928939416,8882.30460833881,41117.6953916612
ruk,1950,82,male,5754.31,33615.01,0.171182754370741,7570.1579089491,42429.8420910509
ruk,1950,83,male,5131.67,27248.2,0.188330605324388,6274.27742707374,43725.7225729263
ruk,1950,84,male,4591.93,21723.06,0.211385044280134,5092.6389612598,44907.3610387402
ruk,1950,85,male,3809.96,17094.27,0.222879362499832,4016.13124893116,45983.8687510688
ruk,1950,86,male,3315.39,13174.72,0.251647852857594,3121.01847645373,46878.9815235463
ruk,1950,87,male,2603.11,9824.23,0.264968348664475,2335.62087812527,47664.3791218747
ruk,1950,88,male,2026.12,7317.27,0.276895618174538,1716.75527094215,48283.2447290579
ruk,1950,89,male,1672.42,5363.77,0.311799350083989,1241.39325894022,48758.6067410598
ruk,1950,90,male,1288.65,3738.15,0.344729344729345,854.327647604017,49145.672352396
ruk,1950,91,male,872.38,2435.56,0.358184565356633,559.815837461322,49440.1841625387
ruk,1950,92,male,645.26,1654.58,0.389984165165782,359.298445040479,49640.7015549595
ruk,1950,93,male,439.28,1088.53,0.40355341607489,219.177740906004,49780.822259094
ruk,1950,94,male,340.44,701.34,0.485413636752502,130.727814835809,49869.2721851642
ruk,1950,95,male,222.28,434.94,0.511058996643215,67.2707508116512,49932.7292491883
ruk,1950,96,male,126.53,257.24,0.491875291556523,32.891428398413,49967.1085716016
ruk,1950,97,male,80.41,155.74,0.516309233337614,16.7129474652331,49983.2870525348
ruk,1950,98,male,50.75,88.17,0.575592605194511,8.08389837264678,49991.9161016274
ruk,1950,99,male,27.47,46.68,0.588474721508141,3.43086624820736,49996.5691337518
ruk,1950,100,male,13.71,21.94,0.624886052871468,1.41188818826185,49998.5881118117
ruk,1950,101,male,7.12,11.71,0.60802732707088,0.529618951203056,49999.4703810488
ruk,1950,102,male,4.72,6.49,0.727272727272727,0.207596155936979,49999.7924038441
ruk,1950,103,male,0,1.86,0,0.056617133437358,49999.9433828666
ruk,1950,104,male,0,0,NaN,0.056617133437358,49999.9433828666
ruk,1950,105,male,0,0,NaN,NaN,NaN
ruk,1950,106,male,0,0,NaN,NaN,NaN
ruk,1950,107,male,0,0,NaN,NaN,NaN
ruk,1950,108,male,0,0,NaN,NaN,NaN
ruk,1950,109,male,0,0,NaN,NaN,NaN
ruk,1950,110,male,0,0,NaN,NaN,NaN
ruk,1951,0,female,8972.06,350712.24,0.0255823976944745,50000,0
ruk,1951,1,female,825.01,363154.65,0.00227178696458933,48720.8801152763,1279.11988472373
ruk,1951,2,female,463,385195.83,0.0012019860131923,48610.1966549271,1389.80334507293
ruk,1951,3,female,370.01,405286.43,0.000912959261922488,48551.7678784493,1448.23212155068
ruk,1951,4,female,313,383138.37,0.000816937233407346,48507.442092282,1492.55790771802
ruk,1951,5,female,196.96,347450.07,0.000566872817150389,48467.8145567394,1532.18544326056
ruk,1951,6,female,164.67,338369.99,0.000486656632876929,48440.3394701605,1559.66052983946
ruk,1951,7,female,136.89,326562,0.000419185330810076,48416.7656576586,1583.23434234143
ruk,1951,8,female,130.62,302228.83,0.00043218908004243,48396.4700597296,1603.52994027039
ruk,1951,9,female,101.86,282558.88,0.000360491236375229,48375.5536338572,1624.4463661428
ruk,1951,10,female,105.57,280059.44,0.000376955691977389,48358.1146707174,1641.88532928261
ruk,1951,11,female,92.5,289090.96,0.000319968497112466,48339.885804139,1660.11419586103
ruk,1951,12,female,100.62,293277.46,0.000343088077754083,48324.4185635276,1675.58143647237
ruk,1951,13,female,122.91,290637.81,0.0004228974888023,48307.8390316541,1692.16096834592
ruk,1951,14,female,113.38,286356.07,0.000395940620361217,48287.4097678381,1712.59023216187
ruk,1951,15,female,137.03,283080.62,0.000484067047754806,48268.290820859,1731.70917914098
ruk,1951,16,female,169.85,280217.42,0.000606136477882067,48244.9257318212,1755.07426817881
ruk,1951,17,female,160.83,281565.27,0.000571199707975348,48215.6827224624,1784.31727753758
ruk,1951,18,female,202.98,290746.31,0.000698134397647213,48188.1419385715,1811.85806142848
ruk,1951,19,female,244.31,298683.66,0.000817955692654898,48154.5001391255,1845.4998608745
ruk,1951,20,female,221.75,301364.87,0.000735819009030482,48115.1118916098,1884.88810839025
ruk,1951,21,female,292.1,304595.15,0.00095897784321254,48079.7078776583,1920.29212234172
ruk,1951,22,female,283.34,308873.57,0.000917333263574478,48033.6005030955,1966.39949690452
ruk,1951,23,female,292.43,314112.36,0.000930972598467631,47989.5376835847,2010.46231641526
ruk,1951,24,female,308.39,320600.56,0.000961913478878515,47944.8607389882,2055.13926101181
ruk,1951,25,female,339.22,325375.09,0.00104255061443087,47898.7419312004,2101.25806879959
ruk,1951,26,female,380.88,330191.18,0.00115351354933224,47848.8050683696,2151.19493163044
ruk,1951,27,female,385.37,337660.92,0.00114129286859729,47793.6108234038,2206.38917659616
ruk,1951,28,female,420.7,351042.22,0.00119843134538062,47739.0643162066,2260.93568379342
ruk,1951,29,female,463.85,368610.83,0.00125837322793799,47681.8523251309,2318.14767486911
ruk,1951,30,female,475.87,371305.59,0.00128161280846863,47621.8507587065,2378.14924129355
ruk,1951,31,female,505.99,337333.42,0.00149996997036345,47560.8179848111,2439.18201518889
ruk,1951,32,female,464.26,294164.78,0.00157823108531212,47489.478186068,2510.52181393203
ruk,1951,33,female,449.67,288725.01,0.00155743349008803,47414.5288153695,2585.47118463053
ruk,1951,34,female,490.22,312549.1,0.00156845756394755,47340.6838402757,2659.31615972433
ruk,1951,35,female,545.98,336501.62,0.00162251819174006,47266.4319866239,2733.56801337606
ruk,1951,36,female,639.28,351980.84,0.00181623522462189,47189.741340867,2810.258659133
ruk,1951,37,female,698.19,355802.17,0.00196229831875393,47104.0336704029,2895.96632959708
ruk,1951,38,female,722.71,353969.52,0.0020417294686842,47011.601504325,2988.39849567504
ruk,1951,39,female,749.85,351331.69,0.00213430789576653,46915.6165321635,3084.38346783646
ruk,1951,40,female,838.32,351260.85,0.0023866024351988,46815.4841613642,3184.51583863581
ruk,1951,41,female,847.01,352821.45,0.00240067603599498,46703.7542128597,3296.24578714033
ruk,1951,42,female,965.65,353956.5,0.0027281600987692,46591.6336293299,3408.36637067015
ruk,1951,43,female,1045.25,350713.75,0.00298035078464987,46464.5241935258,3535.47580647416
ruk,1951,44,female,1082.79,345630.25,0.00313279870613177,46326.0436123873,3673.95638761272
ruk,1951,45,female,1198.79,341356,0.00351184686954382,46180.9134428982,3819.08655710181
ruk,1951,46,female,1327.34,337135.33,0.00393711332478859,46018.7331465911,3981.26685340893
ruk,1951,47,female,1391.95,332263.17,0.00418929970480929,45837.5521791297,4162.44782087027
ruk,1951,48,female,1587.61,327672.54,0.00484511152506097,45645.5249353165,4354.47506468348
ruk,1951,49,female,1615.34,325240.86,0.00496659614047263,45424.367276385,4575.63272361504
ruk,1951,50,female,1796.46,322552.53,0.005569511421907,45198.7627891867,4801.23721081335
ruk,1951,51,female,1945.34,312471.75,0.00622565079883221,44947.0277635762,5052.97223642379
ruk,1951,52,female,1950.31,302940.2,0.00643793725626378,44667.2032642748,5332.79673572523
ruk,1951,53,female,2127.38,296449.26,0.00717620276738083,44379.6386122466,5620.36138775341
ruk,1951,54,female,2251.54,290708.49,0.00774500944227669,44061.161326822,5938.83867317798
ruk,1951,55,female,2345.65,283476.79,0.00827457514246581,43719.9072163081,6280.09278369189
ruk,1951,56,female,2651.12,276941.03,0.00957286827452039,43358.1435588251,6641.85644117487
ruk,1951,57,female,2713.8,272682.76,0.00995222433570791,42943.0817619088,7056.91823809125
ruk,1951,58,female,3059.69,270385.81,0.0113160154373486,42515.7025785476,7484.29742145241
ruk,1951,59,female,3207.79,265398.35,0.01208669910721,42034.594231839,7965.40576816098
ruk,1951,60,female,3421.08,256130.88,0.0133567651038407,41526.5347392651,8473.46526073488
ruk,1951,61,female,3594.42,248626.28,0.0144571201403166,40971.8745691763,9028.12543082372
ruk,1951,62,female,4117.79,248254.25,0.0165869869297303,40379.5392561557,9620.46074384428
ruk,1951,63,female,4420.18,242512.4,0.0182266143916765,39709.7643662853,10290.2356337147
ruk,1951,64,female,4862.62,232917.33,0.0208770210443336,38985.9898035967,11014.0101964033
ruk,1951,65,female,5220.4,225050.13,0.0231966095731649,38172.0784740328,11827.9215259672
ruk,1951,66,female,5393.83,216626.83,0.0248991780011737,37286.6156730745,12713.3843269255
ruk,1951,67,female,5914.25,211586.44,0.0279519330255757,36358.2095923693,13641.7904076307
ruk,1951,68,female,6247.63,209347.43,0.0298433565675967,35341.9273529135,14658.0726470865
ruk,1951,69,female,7419.99,203558.68,0.0364513564344198,34287.2056131344,15712.7943868656
ruk,1951,70,female,7302.02,190710.74,0.03828845716817,33037.3904601898,16962.6095398102
ruk,1951,71,female,7471.39,176324.21,0.0423730241014549,31772.4397506067,18227.5602493933
ruk,1951,72,female,8426.79,168678.66,0.0499576532087699,30426.1453952922,19573.8546047078
ruk,1951,73,female,8892.24,160776.08,0.0553082274427887,28906.1265751546,21093.8734248454
ruk,1951,74,female,9572.72,149056.98,0.0642218834703346,27307.3799520459,22692.6200479541
ruk,1951,75,female,9712.79,135271.42,0.071802232873729,25553.6485788855,24446.3514211145
ruk,1951,76,female,9882.71,121522.09,0.0813243913102548,23718.8395528509,26281.1604471491
ruk,1951,77,female,9599.03,111050.31,0.086438570049917,21789.9193636297,28210.0806363703
ruk,1951,78,female,9715.75,101997.47,0.0952548136733195,19906.4298923346,30093.5701076654
ruk,1951,79,female,9465.89,89693.23,0.105536281835318,18010.2466220392,31989.7533779608
ruk,1951,80,female,9240.07,79803.96,0.115784605174981,16109.5121586121,33890.4878413879
ruk,1951,81,female,8655.92,67896.83,0.127486364238213,14244.2786537657,35755.7213462343
ruk,1951,82,female,8259.1,59423.09,0.138988060028518,12428.3273570011,37571.6726429989
ruk,1951,83,female,8060.61,50639.76,0.159175517419514,10700.9382482522,39299.0617517478
ruk,1951,84,female,7529.43,41842.75,0.179945868758626,8997.61086571236,41002.3891342876
ruk,1951,85,female,6418.23,34150.71,0.187938405965791,7378.52796172969,42621.4720382703
ruk,1951,86,female,5814.6,27711.37,0.209827229761647,5991.8191782282,44008.1808217718
ruk,1951,87,female,4983.2,22064.52,0.225846744003495,4734.57235882787,45265.4276411721
ruk,1951,88,female,4257,17169.98,0.247932729100442,3665.28460733765,46334.7153926624
ruk,1951,89,female,3490.04,13118.16,0.266046457734926,2756.54059171058,47243.4594082894
ruk,1951,90,female,2795.23,9875.9,0.283035470184996,2023.17273168345,47976.8272683166
